Year,Month,Day,Hour,Minute,Second,SolarV1,SolarI1,SolarV2,SolarI2,BatteryV1,BatteryI1,BatteryV2,BatteryI2,SupplyV1,SupplyI1,SupplyV2,SupplyI2
2024,01,29,12,13,43,17521,268,19671,-149,19868,117,12187,-249,20019,0,0,0
2024,01,29,12,13,48,17412,253,20444,-223,19804,117,12187,-234,19915,0,0,0
2024,01,29,12,13,53,17885,209,19717,-104,20312,73,12124,-102,19595,0,0,0
2024,01,29,12,13,58,17515,89,20191,-194,19931,58,12187,-263,20126,0,0,0
2024,01,29,12,14,03,17670,208,19887,-149,20058,43,12187,-234,20062,0,0,0
2024,01,29,12,14,08,17967,164,19930,-134,20312,87,12187,-117,20233,0,0,0
2024,01,29,12,14,13,17950,297,19711,-148,20058,73,12187,-249,19594,0,0,0
2024,01,29,12,14,18,17768,104,19777,-119,20249,29,12124,-234,20189,0,0,0
2024,01,29,12,14,23,17321,164,20297,-209,20375,43,12187,-219,19828,14,0,0
2024,01,29,12,14,28,17644,208,19822,-238,19868,43,12187,-146,19404,14,0,0
2024,01,29,12,14,33,17243,282,19902,-148,19868,117,12187,-161,19681,0,0,0
2024,01,29,12,14,38,17348,208,19670,-163,19550,14,12187,-161,19618,14,0,0
2024,01,29,12,14,43,17436,267,19648,-194,20502,87,12124,-249,19597,14,0,0
2024,01,29,12,14,49,16860,178,19624,-178,19741,73,12187,-161,19959,0,0,0
2024,01,29,12,14,54,17638,209,20030,-148,20185,58,12187,-117,19489,0,0,0
2024,01,29,12,14,59,17485,251,19866,-194,19931,102,12187,-234,19955,29,0,0
2024,01,29,12,15,04,17460,195,20100,-164,19487,102,12187,-190,19384,0,0,0
2024,01,29,12,15,09,17354,103,20145,-149,20502,73,12250,-219,19745,0,0,0
2024,01,29,12,15,14,17304,149,20359,-164,19804,29,12250,-146,19872,0,0,-14
2024,01,29,12,15,19,17385,223,19863,-164,19804,43,12187,-190,19935,0,0,0
2024,01,29,12,15,24,17327,118,20033,-163,19804,73,12187,-205,19911,0,0,0
2024,01,29,12,15,29,17348,163,20556,-149,19741,14,12187,-219,19658,0,0,0
2024,01,29,12,15,34,17097,207,19799,-253,19995,29,12187,-219,19300,0,0,0
2024,01,29,12,15,39,17471,194,19752,-222,19995,58,12187,-190,19999,0,0,0
2024,01,29,12,15,44,16965,222,19515,-206,19868,29,12124,-234,19554,0,0,0
2024,01,29,12,15,49,16640,210,20188,-179,19868,73,12187,-219,19892,0,0,0
2024,01,29,12,15,54,16998,253,19415,-135,20122,58,12187,-161,20038,14,0,0
2024,01,29,12,16,00,17249,104,20363,-223,19931,87,12187,-161,20101,0,0,0
2024,01,29,12,16,05,17154,178,19992,-178,19804,0,12187,-146,20038,14,0,0
2024,01,29,12,16,10,16555,239,19931,-163,19931,87,12187,-131,20019,-14,0,0
2024,01,29,12,16,15,16705,240,20020,-178,19868,87,12187,-234,20019,14,0,0
2024,01,29,12,16,20,16213,282,19301,-163,19931,87,12187,-161,19892,0,0,0
2024,01,29,12,16,25,16539,284,20106,-164,20122,58,12187,-205,19911,0,63,-14
2024,01,29,12,16,30,16426,282,20484,-163,19804,43,12187,-175,19467,14,0,0
2024,01,29,12,16,35,16306,223,20059,-178,19487,43,12187,-146,20424,0,0,0
2024,01,29,12,16,40,16361,222,20226,-178,20566,43,12187,-205,19892,0,0,0
2024,01,29,12,16,45,16260,254,20342,-178,19931,58,12187,-146,19701,0,0,0
2024,01,29,12,16,50,16131,164,20666,-149,20629,43,12250,-175,20316,14,0,0
2024,01,29,12,16,55,15774,236,19814,-209,19677,73,12187,-205,19721,0,0,0
2024,01,29,12,17,00,15876,222,19668,-164,19741,73,12187,-161,20253,0,0,0
2024,01,29,12,17,06,16335,253,19757,-194,20122,29,12187,-190,19681,0,0,0
2024,01,29,12,17,11,16474,208,19757,-164,19804,58,12187,-190,19764,0,0,0
2024,01,29,12,17,16,16177,223,19777,-178,19804,58,12187,-161,19534,0,63,0
2024,01,29,12,17,21,16351,239,19522,-193,19868,43,12250,-175,20101,14,0,14
2024,01,29,12,17,26,16416,223,19777,-178,19868,58,12187,-190,19764,0,0,0
2024,01,29,12,17,31,15948,222,19949,-179,20058,29,12187,-219,19975,0,0,0
2024,01,29,12,17,36,16142,193,19968,-208,19868,58,12187,-205,19872,0,0,0
2024,01,29,12,17,41,15890,209,19823,-178,19423,73,12187,-190,20101,14,0,0
2024,01,29,12,17,46,15487,238,19822,-178,20375,58,12187,-161,20126,0,0,0
2024,01,29,12,17,51,15398,268,20661,-193,19423,43,12250,-161,19764,0,0,0
2024,01,29,12,17,56,15317,238,20339,-178,19804,43,12187,0,7095,-29,0,0
2024,01,29,12,18,01,17628,-45,4560,15,4316,-29,12124,0,19423,0,0,0
2024,01,29,12,18,06,16490,150,19890,-120,19741,0,12187,-117,20273,0,0,-29
2024,01,29,12,18,12,16901,150,19890,0,5522,-29,12187,0,4824,-14,0,0
2024,01,29,12,18,16,16594,105,19670,-59,20122,-29,12187,-102,19637,0,0,0
2024,01,29,12,18,21,15994,193,16297,-14,6601,-29,12187,0,5649,-14,0,0
2024,01,29,12,18,27,17034,-59,3891,-44,19741,-29,12187,-58,19298,0,0,0
2024,01,29,12,18,31,17034,164,20889,-133,19931,29,12250,58,7165,-14,0,0
2024,01,29,12,18,37,17573,29,4669,0,4316,-29,12124,0,19804,14,0,0
2024,01,29,12,18,42,16574,104,20057,-89,20375,0,12187,-146,19999,0,0,-43
2024,01,29,12,18,47,17310,0,5791,-30,5332,-14,12124,0,4760,-14,0,0
2024,01,29,12,18,52,16852,104,19887,-44,20122,0,12187,-43,19808,0,0,0
2024,01,29,12,18,57,15367,223,16077,-148,23867,-131,12124,498,23651,145,14821,-174
2024,01,29,12,19,02,17703,223,23928,-104,24375,-73,12187,161,24121,131,14853,-161
2024,01,29,12,19,07,17556,89,24099,0,24248,-146,12250,366,23867,131,15043,-175
2024,01,29,12,19,12,17371,0,23934,14,23994,-117,12250,380,23811,130,14803,-159
2024,01,29,12,19,17,17585,29,23576,-14,24311,-161,12250,395,23685,130,15118,-174
2024,01,29,12,19,22,17526,14,23625,-29,24057,-161,12250,351,23633,130,15010,-174
2024,01,29,12,19,27,17526,14,23687,-44,24248,-131,12187,380,23714,145,15136,-174
2024,01,29,12,19,32,17644,44,23098,0,24121,-131,12250,380,24311,131,15424,-161
2024,01,29,12,19,37,17535,44,23803,0,23930,-131,12250,366,23661,145,14788,-174
2024,01,29,12,19,42,17562,29,23604,0,24248,-117,12060,380,23703,131,14917,-175
2024,01,29,12,19,47,17521,14,23702,0,23930,-117,12124,366,23864,131,15025,-160
2024,01,29,12,19,52,17521,-14,23954,-44,24375,-131,12060,366,23884,130,14645,-159
2024,01,29,12,19,58,17512,-14,23484,0,24184,-175,12124,439,24000,130,14929,-203
2024,01,29,12,20,03,17292,45,23743,0,24057,-131,12060,395,23570,130,14959,-174
2024,01,29,12,20,08,17744,29,23661,-29,24375,-117,12124,380,23893,116,15118,-174
2024,01,29,12,20,13,17564,89,24236,0,23930,-102,12187,366,23714,145,14758,-159
2024,01,29,12,20,18,17656,60,23733,-29,23930,-117,12250,351,23622,130,14740,-159
2024,01,29,12,20,23,17875,45,23574,0,23803,-102,12187,336,24029,130,14929,-174
2024,01,29,12,20,28,17662,59,23769,-14,23994,-102,12187,366,23598,130,14662,-175
2024,01,29,12,20,33,17577,74,24006,0,23930,-131,12124,351,23903,130,15010,-174
2024,01,29,12,20,38,17348,44,23741,-29,24121,-117,12187,366,23913,145,14851,-174
2024,01,29,12,20,43,17590,29,23970,-14,24057,-146,12124,322,23811,116,14803,-174
2024,01,29,12,20,48,17594,44,23705,0,23867,-117,12250,351,23787,145,14914,-188
2024,01,29,12,20,53,17594,29,23948,0,23994,-117,12124,351,23867,117,15043,-175
2024,01,29,12,20,58,17600,44,23548,0,24248,-131,12187,351,23696,130,14663,-175
2024,01,29,12,21,03,17377,29,23862,-29,24311,-131,12124,336,23685,145,14803,-159
2024,01,29,12,21,09,17406,14,23866,-44,24057,-161,12124,351,23675,131,15215,-174
2024,01,29,12,21,14,17808,29,23617,-29,24375,-117,12187,292,23675,145,15010,-174
2024,01,29,12,21,19,18008,45,23655,0,24184,-146,12124,336,23651,116,14569,-145
2024,01,29,12,21,24,18160,29,24091,-29,23994,-117,12124,336,23570,145,14959,-159
2024,01,29,12,21,29,18125,29,23910,-44,24057,-117,12187,336,23319,116,14977,-174
2024,01,29,12,21,34,18075,44,23821,-14,24184,-146,12187,322,23559,145,14992,-174
2024,01,29,12,21,39,18226,0,23849,-14,24057,-117,12124,366,23612,131,14457,-174
2024,01,29,12,21,44,18082,14,24110,-14,24311,-146,12187,351,23651,145,14488,-174
2024,01,29,12,21,49,18485,14,24257,-29,24184,-175,12124,351,23714,130,14758,-175
2024,01,29,12,21,54,18420,59,23998,-59,23930,-131,12187,322,23801,131,15088,-160
2024,01,29,12,21,59,18208,104,24083,-14,24057,-131,12187,366,23724,130,14977,-174
2024,01,29,12,22,04,18361,59,23882,-59,23994,-131,12250,234,24029,116,14884,-159
2024,01,29,12,22,09,18531,74,23898,-59,23930,-117,12124,307,23927,145,14962,-160
2024,01,29,12,22,15,18403,29,23597,-119,23994,-131,12124,322,23696,130,14707,-174
2024,01,29,12,22,20,18143,59,23681,-44,24121,-117,12187,307,23633,130,14758,-160
2024,01,29,12,22,25,18336,74,23789,-103,23740,-161,12187,322,23738,101,14647,-160
2024,01,29,12,22,30,18635,44,24148,0,23930,-117,12124,307,23598,145,14851,-159
2024,01,29,12,22,35,18528,44,23913,-44,24057,-73,12060,307,23738,131,14582,-174
2024,01,29,12,22,40,18315,0,23691,-29,24311,-102,12250,307,23913,159,14662,-159
2024,01,29,12,22,45,18416,59,23833,-14,24248,-131,12187,307,23947,101,14770,-174
2024,01,29,12,22,50,18377,44,23574,-44,23930,-117,12124,307,23703,14,15424,-146
2024,01,29,12,22,55,18635,-29,23567,-44,24121,-131,12060,366,23777,-14,15010,-101
2024,01,29,12,23,00,18443,74,23733,-29,24057,-146,12124,263,23507,-43,15022,-116
2024,01,29,12,23,05,18551,59,23584,-44,24121,-175,12124,249,23536,-43,14929,-101
2024,01,29,12,23,10,18401,59,23747,-89,23994,-102,12124,292,23748,-43,14425,-145
2024,01,29,12,23,15,18290,29,23782,-29,24121,-87,12124,336,24184,-58,14663,-175
2024,01,29,12,23,20,18425,75,24004,-45,24121,-117,12124,366,23790,-14,14866,-130
2024,01,29,12,23,26,18257,59,23870,-29,23867,-73,12250,351,23766,0,14791,-174
2024,01,29,12,23,31,18724,44,23905,-29,23867,-117,12124,307,23758,0,14833,-174
2024,01,29,12,23,36,18614,133,23441,0,23867,-117,12124,366,23854,29,14932,-160
2024,01,29,12,23,41,18401,14,23533,-44,23867,-102,12187,351,23976,43,14914,-159
2024,01,29,12,23,46,18339,73,23604,-14,24057,-117,12124,351,23696,58,14833,-159
2024,01,29,12,23,51,18552,59,23719,0,23930,-146,12124,263,24117,72,15152,-174
2024,01,29,12,23,56,18571,44,23433,-29,24121,-117,12124,351,23811,87,15085,-174
2024,01,29,12,24,01,18315,74,23854,0,23930,-117,12124,263,23696,101,15210,-159
2024,01,29,12,24,06,18488,74,24120,0,24311,-102,11997,351,23777,101,14758,-160
2024,01,29,12,24,11,18423,74,23719,-44,24248,-117,12124,278,23661,116,14962,-160
2024,01,29,12,24,16,18449,59,23724,-59,23994,-87,12124,131,23913,116,14914,-159
2024,01,29,12,24,22,18251,59,23870,-29,24057,-58,12124,292,23661,130,15040,-174
2024,01,29,12,24,27,18294,89,23696,-44,23930,-102,12124,292,23473,131,14790,-175
2024,01,29,12,24,32,18333,44,23332,-74,23867,-131,12124,351,23661,130,14788,-161
2024,01,29,12,24,37,18165,44,24091,-59,24057,-73,12060,307,23893,87,14791,-160
2024,01,29,12,24,42,17945,59,23640,-59,24121,-117,12187,307,23714,58,14853,-175
2024,01,29,12,24,47,18333,14,23812,-44,24184,-117,12124,292,23496,43,14992,-160
2024,01,29,12,24,52,18294,74,23859,0,24121,-175,12060,307,23676,58,14916,-175
2024,01,29,12,24,57,18294,59,23640,-44,24248,-117,12124,307,23307,29,14740,-159
2024,01,29,12,25,02,18380,44,23926,-44,24121,-102,12060,292,23640,160,14896,-174
2024,01,29,12,25,07,18208,0,23870,-89,24184,-102,12124,234,23867,43,15043,-175
2024,01,29,12,25,12,18460,60,23985,-29,23930,-87,11997,234,23867,72,14866,-159
2024,01,29,12,25,17,17868,74,24148,0,23930,-102,12060,307,23462,72,14866,-159
2024,01,29,12,25,22,18568,59,24086,-44,24184,-102,12124,292,23864,87,14710,-174
2024,01,29,12,25,27,18528,44,23747,-74,24057,-117,12060,292,23685,87,14740,-188
2024,01,29,12,25,32,18404,59,23612,-59,23867,-102,12124,307,23748,101,14725,-159
2024,01,29,12,25,37,18553,74,23567,-44,23867,-117,12060,292,23714,72,14758,-174
2024,01,29,12,25,42,18377,74,24003,-59,23803,-117,12060,278,23651,160,15199,-174
2024,01,29,12,25,48,18290,0,23803,-29,23867,-117,11997,292,23370,101,14977,-145
2024,01,29,12,25,53,18403,-14,24043,-44,24121,-102,11997,395,23422,116,15215,-160
2024,01,29,12,25,58,18315,59,23970,29,24184,-131,12124,278,23830,102,14601,-175
2024,01,29,12,26,03,18550,103,23525,-59,24184,-102,12060,263,23496,145,14980,-175
2024,01,29,12,26,08,18337,44,23383,-44,24121,-102,12060,263,23811,116,14929,-159
2024,01,29,12,26,13,18100,59,23681,-59,24121,-117,12124,278,23676,131,15234,-175
2024,01,29,12,26,18,18746,104,23687,-60,23867,-175,12124,249,23840,116,15296,-175
2024,01,29,12,26,23,18531,14,23784,-44,23867,-117,12124,263,23830,131,14980,-159
2024,01,29,12,26,28,18139,74,23511,-74,23867,-102,12124,292,23994,146,15043,-161
2024,01,29,12,26,33,18058,74,23609,-74,24184,-87,12124,263,23724,145,14536,-174
2024,01,29,12,26,38,18143,104,23998,-59,24121,-87,12060,292,23507,145,14833,-160
2024,01,29,12,26,43,18294,29,23705,14,23930,-102,12060,263,23724,116,14788,-174
2024,01,29,12,26,48,18527,14,24081,-88,24184,-102,12060,278,23867,175,15297,-146
2024,01,29,12,26,54,18359,14,23926,-29,23994,-146,11997,351,23748,145,14884,-160
2024,01,29,12,26,59,18745,133,23725,-73,24057,-102,12060,380,23633,174,14833,-174
2024,01,29,12,27,04,18275,0,23327,-59,23994,-102,11997,395,23840,130,14821,-174
2024,01,29,12,27,09,18401,74,23913,-59,24184,-161,12060,380,23598,159,14995,-160
2024,01,29,12,27,14,18506,29,23738,-29,24121,-161,12060,249,23714,116,14884,-174
2024,01,29,12,27,19,18614,119,23846,-59,23994,-146,12060,307,23381,159,14833,-159
2024,01,29,12,27,24,18702,0,23862,0,23803,-102,11997,263,23651,145,14599,-174
2024,01,29,12,27,29,18443,14,23970,-59,23867,-102,11997,234,23549,161,15424,-161
2024,01,29,12,27,34,18297,74,23561,-74,24248,-161,11933,366,23864,160,14836,-145
2024,01,29,12,27,39,18337,134,23954,-89,24248,-87,12124,366,23410,161,15043,-161
2024,01,29,12,27,44,18441,44,24200,0,23930,-117,12060,366,23685,145,14803,-174
2024,01,29,12,27,49,18294,89,23705,-59,23994,-87,12060,249,23507,159,15085,-130
2024,01,29,12,27,54,18527,89,23756,-44,24121,-117,12060,249,24029,160,14821,-160
2024,01,29,12,28,00,18568,0,23780,-104,23867,-87,11997,249,23548,145,15025,-174
2024,01,29,12,28,05,18487,193,23769,-89,24311,-87,12060,351,23661,159,15103,-159
2024,01,29,12,28,10,18680,0,23769,-89,23994,-87,11933,249,23570,145,14707,-174
2024,01,29,12,28,15,18232,118,23689,-14,24057,-175,11997,234,23485,145,15166,-174
2024,01,29,12,28,20,18385,74,23689,-118,24311,-175,12060,263,23633,130,15022,-159
2024,01,29,12,28,25,17915,118,23653,-74,24248,-87,12124,249,23676,161,14916,-175
2024,01,29,12,28,30,18333,104,23797,-59,24057,-102,11997,249,23433,145,15055,-159
2024,01,29,12,28,35,18380,89,23775,-44,24057,-117,11933,249,23622,159,14929,-174
2024,01,29,12,28,40,18315,89,23696,-89,24311,-161,11997,278,23787,145,15103,-159
2024,01,29,12,28,45,18485,119,23877,-104,23803,-102,12060,307,23821,145,14851,-145
2024,01,29,12,28,50,18125,104,23733,-74,24311,-131,11997,278,23867,146,15297,-175
2024,01,29,12,28,55,18225,74,24021,-44,24057,-87,11997,263,23370,145,15118,-145
2024,01,29,12,29,00,18528,74,23567,-59,23930,-131,11933,263,23867,159,14992,-145
2024,01,29,12,29,05,18398,149,24019,-74,23994,-117,11933,292,23598,145,14662,-145
2024,01,29,12,29,11,18377,90,23948,-75,23994,-117,11933,322,23748,145,15055,-145
2024,01,29,12,29,16,18527,104,23725,0,24121,-117,12060,249,23622,145,14896,-159
2024,01,29,12,29,21,18204,89,23567,-89,24121,-102,11933,278,23272,160,14947,-159
2024,01,29,12,29,26,18315,59,24006,-44,24121,-146,11933,278,23738,160,15088,-145
2024,01,29,12,29,31,18460,0,24050,-75,24121,-131,11997,263,23536,145,14662,-145
2024,01,29,12,29,36,18401,14,23782,0,24248,-102,11933,278,23801,145,15297,-175
2024,01,29,12,29,41,18143,89,23738,-74,24057,-131,11870,263,23570,145,14896,-159
2024,01,29,12,29,46,18276,74,23790,-44,24375,-117,11997,307,23766,160,14917,-160
2024,01,29,12,29,51,18401,0,23719,-44,24121,-87,11997,366,23994,161,15022,-174
2024,01,29,12,29,56,18443,103,23746,-44,24057,-117,11870,278,23570,130,15147,-145
2024,01,29,12,30,01,18420,134,24229,-29,23803,-117,11933,351,23867,146,15043,-161
2024,01,29,12,30,06,18318,118,23711,-74,24121,-146,11997,263,23675,160,15073,-160
2024,01,29,12,30,11,18122,88,23725,-88,23994,-146,11997,322,23696,145,14896,-159
2024,01,29,12,30,17,18186,89,23950,-29,23740,-131,11997,263,23622,174,14740,-159
2024,01,29,12,30,22,18550,104,23489,-14,23994,-117,11997,336,23956,160,14695,-160
2024,01,29,12,30,27,18294,29,23705,-14,24375,-102,11997,307,23913,145,14725,-174
2024,01,29,12,30,32,18297,44,23754,14,23930,-43,11933,336,23748,145,14803,-145
2024,01,29,12,30,37,18294,74,23640,44,24057,-161,11806,351,23570,130,14740,-159
2024,01,29,12,30,42,18297,44,23625,0,23994,-146,11806,351,23675,145,14899,-159
2024,01,29,12,30,47,18315,74,23991,-14,23867,-131,11997,351,23801,101,15088,-174
2024,01,29,12,30,52,18083,29,23746,14,24248,-117,11997,380,23738,160,15215,-174
2024,01,29,12,30,57,17972,0,23705,0,24121,-131,11806,205,23651,130,14695,-160
2024,01,29,12,31,02,18143,44,23998,0,23867,-131,11997,366,23685,145,15181,-174
2024,01,29,12,31,07,18586,44,23941,0,24121,-146,11870,351,23724,116,15181,-174
2024,01,29,12,31,12,18140,74,23789,0,24057,-131,11997,366,23622,145,14929,-159
2024,01,29,12,31,17,18297,29,23769,0,23994,-146,11933,322,23724,130,14662,-159
2024,01,29,12,31,22,18358,44,23520,14,23930,-87,11997,307,23748,145,14866,-159
2024,01,29,12,31,27,18061,-14,23825,89,24184,-190,11933,454,23990,131,14456,-159
2024,01,29,12,31,32,18198,59,23833,-14,24121,-73,11870,366,23651,130,14758,-174
2024,01,29,12,31,37,18208,0,23625,-29,24057,-117,11933,307,23930,146,15234,-161
2024,01,29,12,31,43,18487,44,24402,29,23994,-131,11806,366,23622,145,14773,-160
2024,01,29,12,31,48,17778,0,23696,44,24311,-146,11743,410,23748,159,14929,-174
2024,01,29,12,31,53,18312,74,23625,0,24057,-131,11870,380,23867,146,14916,-161
2024,01,29,12,31,58,18143,89,23913,-14,24057,-146,11933,380,23598,145,14788,-159
2024,01,29,12,32,03,18171,-14,23569,14,24121,-131,11806,410,23748,116,14803,-174
2024,01,29,12,32,08,18247,89,24091,29,24248,-146,11933,366,23536,145,14851,-159
2024,01,29,12,32,13,18074,74,23646,14,23994,-146,11806,395,23696,145,14914,-174
2024,01,29,12,32,18,18082,73,23775,14,24057,-58,11806,380,23633,145,14707,-160
2024,01,29,12,32,23,18226,44,23539,29,24184,-161,11997,410,23696,116,15022,-159
2024,01,29,12,32,28,18147,0,23696,-14,24248,-117,11870,366,23661,145,14740,-159
2024,01,29,12,32,33,18165,89,23747,-14,24121,-161,11679,395,23893,131,14791,-159
2024,01,29,12,32,38,17890,29,23469,29,24121,-58,11933,410,23777,145,14821,-160
2024,01,29,12,32,43,18315,88,23993,29,23994,-161,11870,395,24184,131,14916,-175
2024,01,29,12,32,48,18104,14,23825,-14,23994,-131,11806,395,23612,116,14551,-159
2024,01,29,12,32,54,18404,14,23681,0,24121,-87,11933,307,23850,130,14977,-159
2024,01,29,12,32,59,18401,103,23805,44,24248,-29,11997,322,23867,146,14726,-175
2024,01,29,12,33,04,18075,104,24014,0,23867,-73,11806,292,24029,145,14805,-146
2024,01,29,12,33,09,18147,59,23939,0,24057,-87,11870,322,23777,116,15010,-174
2024,01,29,12,33,14,18161,104,24301,14,24184,-73,11870,322,23884,159,14645,-159
2024,01,29,12,33,19,18225,0,23868,0,24121,-73,11870,380,24121,117,14821,-160
2024,01,29,12,33,24,18133,45,24330,-14,23994,-131,11870,336,23913,145,14662,-159
2024,01,29,12,33,29,18133,59,23677,-29,24184,-131,11997,292,23714,116,14884,-174
2024,01,29,12,33,34,17869,89,23833,-44,24121,-58,11806,322,23740,145,14695,-160
2024,01,29,12,33,39,17958,74,23918,-29,24184,-87,11870,307,23696,116,14582,-145
2024,01,29,12,33,44,18079,29,24022,-44,24121,-58,11870,307,23612,116,14710,-174
2024,01,29,12,33,49,18079,74,23881,-89,24184,-73,11743,336,23787,130,14803,-174
2024,01,29,12,33,54,18484,74,23870,-74,24121,-73,11806,336,24057,131,14853,-159
2024,01,29,12,33,59,17971,0,24143,-60,23930,-146,11806,322,23766,116,15360,-160
2024,01,29,12,34,05,18251,0,24006,-59,24248,-73,11870,336,23399,145,14695,-160
2024,01,29,12,34,10,18057,0,24003,-44,24057,-73,11870,307,23990,145,14962,-159
2024,01,29,12,34,15,18165,0,24293,-135,24311,-87,11933,410,23850,145,14788,-159
2024,01,29,12,34,20,18339,29,23840,-164,23803,-131,11870,424,23801,145,14962,-174
2024,01,29,12,34,25,18355,74,24164,-119,24057,-146,11806,351,23714,116,14821,-160
2024,01,29,12,34,30,18315,29,23617,-178,24184,-102,11806,307,23803,131,14916,-161
2024,01,29,12,34,35,18337,0,23962,-208,24121,-87,11870,395,23748,145,14740,-174
2024,01,29,12,34,40,18096,0,23584,-163,24121,-102,11743,292,23622,145,15043,-175
2024,01,29,12,34,45,18140,59,23683,-134,23994,-102,11933,380,23633,145,14707,-159
2024,01,29,12,34,50,17979,14,23625,-148,23994,-161,11743,395,23685,130,14866,-159
2024,01,29,12,34,55,18143,0,23659,-179,24121,-161,11806,307,23714,131,14902,-160
2024,01,29,12,35,00,18380,89,23638,-88,24184,-175,11870,512,23661,145,14914,-159
2024,01,29,12,35,05,18010,59,23926,-44,23994,-161,11806,351,23696,145,14833,-174
2024,01,29,12,35,11,18107,14,23668,14,24057,-205,11743,366,23738,131,14899,-160
2024,01,29,12,35,16,18463,29,23469,-44,23994,-175,11870,249,23738,145,15025,-159
2024,01,29,12,35,21,17993,0,23617,-14,24057,-205,11743,366,23740,146,14790,-161
2024,01,29,12,35,26,18552,14,23898,-89,24057,-263,11743,380,23850,145,15010,-160
2024,01,29,12,35,31,18358,29,23797,-29,24121,-219,11743,249,23850,160,14773,-188
2024,01,29,12,35,36,18485,44,23805,0,24121,-219,11743,380,23990,131,14962,-160
2024,01,29,12,35,41,18590,0,24069,-44,24057,-263,11743,366,23559,145,14727,-175
2024,01,29,12,35,46,18211,103,23488,-44,24057,-249,11806,380,23930,131,15043,-174
2024,01,29,12,35,51,18465,29,23625,-74,23867,-219,11806,395,23570,145,15085,-174
2024,01,29,12,35,56,18509,89,23941,-103,24057,-146,11806,380,23661,130,14977,-159
2024,01,29,12,36,01,18122,29,23604,-118,24248,-131,11806,307,23600,131,14932,-174
2024,01,29,12,36,06,18444,29,23998,-59,24121,-73,11806,292,23714,160,14884,-174
2024,01,29,12,36,11,18125,30,23855,-14,23994,-117,11806,278,23867,131,15297,-175
2024,01,29,12,36,16,18510,29,24047,0,24121,-146,11806,278,23422,146,14980,-188
2024,01,29,12,36,21,18226,74,23782,-29,23994,-131,11743,366,23874,130,14803,-159
2024,01,29,12,36,26,18251,0,23797,-29,24184,-102,11743,322,23714,145,14695,-160
2024,01,29,12,36,31,18398,89,23701,-59,23867,-131,11870,322,23811,130,14773,-174
2024,01,29,12,36,36,18232,-14,24034,-44,24057,-161,11870,307,23622,145,14677,-145
2024,01,29,12,36,41,18337,119,23789,-29,23994,-87,11743,410,24029,130,15010,-174
2024,01,29,12,36,47,18229,14,24006,-44,24121,-117,11870,336,23724,159,14977,-145
2024,01,29,12,36,52,18489,14,23913,-104,24057,-146,11679,395,23410,130,14662,-174
2024,01,29,12,36,57,18294,74,23833,-74,23994,-131,11743,278,23640,116,15296,-160
2024,01,29,12,37,02,18229,29,23625,-14,23994,-146,11743,278,23903,131,15107,-161
2024,01,29,12,37,07,18398,44,23797,-44,23803,-87,11806,380,23633,145,14833,-174
2024,01,29,12,37,12,18265,30,23553,-29,24375,-131,11679,380,23685,145,14803,-159
2024,01,29,12,37,17,18096,74,23777,-59,23803,-102,11806,263,23633,145,14803,-174
2024,01,29,12,37,22,18466,14,23825,0,24311,-117,11679,234,23633,131,14916,-161
2024,01,29,12,37,27,18297,118,23561,-88,23930,-73,11679,292,23714,130,14884,-174
2024,01,29,12,37,32,18358,29,23705,-59,24121,-102,11616,307,23661,131,14899,-160
2024,01,29,12,37,37,18506,45,23660,-74,23994,-87,11806,307,23724,130,14788,-160
2024,01,29,12,37,42,18444,60,24041,-29,24057,-102,11743,292,23685,130,14740,-159
2024,01,29,12,37,47,18160,74,23612,-59,24057,-117,11743,219,23994,116,14947,-160
2024,01,29,12,37,52,18420,44,24019,-44,24057,-87,11806,292,23462,145,14947,-160
2024,01,29,12,37,57,18590,29,23525,-14,24121,-73,11679,380,23740,131,14853,-161
2024,01,29,12,38,02,18531,44,23877,-44,23994,-73,11743,307,23738,131,14899,-160
2024,01,29,12,38,08,18463,104,23724,0,24057,-146,11806,395,23598,130,14803,-174
2024,01,29,12,38,13,18509,44,23553,-44,24121,-117,11743,366,23777,116,14947,-174
2024,01,29,12,38,18,18509,14,23833,-29,23994,-117,11679,366,23994,146,15043,-175
2024,01,29,12,38,23,18380,29,23890,-29,24057,-131,11679,351,23930,131,14821,-174
2024,01,29,12,38,28,18444,29,23784,-74,24057,-146,11679,380,23685,101,14929,-159
2024,01,29,12,38,33,18613,14,24043,-14,24692,-131,11679,366,23685,0,14551,-116
2024,01,29,12,38,38,18290,44,24091,-14,23994,-43,11679,366,23994,0,14474,-101
2024,01,29,12,38,43,18269,29,23933,-74,24057,-146,11679,351,23930,-43,15043,-131
2024,01,29,12,38,48,18379,103,23870,-118,24121,-58,11743,380,23696,-29,14770,-130
2024,01,29,12,38,53,18229,29,23890,-104,23930,-73,11743,249,23840,-72,14851,-116
2024,01,29,12,38,58,18129,59,23668,-89,23803,-131,11743,351,23676,-14,14916,-116
2024,01,29,12,39,03,18383,44,23962,0,23994,-175,11679,322,23787,-14,14536,-145
2024,01,29,12,39,08,18079,14,23797,-14,24121,-87,11806,483,23748,0,14980,-175
2024,01,29,12,39,13,18506,-29,23719,-89,24121,-205,11743,307,23758,29,14770,-174
2024,01,29,12,39,19,17946,14,23812,-29,24057,-131,11679,234,23685,29,14803,-174
2024,01,29,12,39,24,18383,14,23747,14,24057,-58,11743,278,23874,130,14803,-159
