Year,Month,Day,Hour,Minute,Second,SolarV1,SolarI1,SolarV2,SolarI2,BatteryV1,BatteryI1,BatteryV2,BatteryI2,SupplyV1,SupplyI1,SupplyV2,SupplyI2
2024,01,29,10,34,44,18290,59,19712,-44,20198,15,12002,-15,19448,14,0,-14
2024,01,29,10,34,47,18441,44,20229,-59,20220,15,11936,-30,19427,0,0,0
2024,01,29,10,34,49,18395,45,20085,-59,20614,0,11962,0,19597,14,0,0
2024,01,29,10,34,54,18140,44,19689,-59,20309,15,12083,0,19701,0,0,0
2024,01,29,10,34,59,18229,74,19711,-74,20442,30,12027,-30,19531,0,0,0
2024,01,29,10,35,04,18096,59,19971,-44,20264,15,11948,0,19618,14,0,0
2024,01,29,10,35,09,18373,74,19996,-44,20400,45,12027,-15,19384,0,0,0
2024,01,29,10,35,14,18355,89,19717,-59,20264,15,11922,0,19661,0,0,0
2024,01,29,10,35,19,18485,74,19782,-59,20400,0,11922,0,19534,0,0,0
2024,01,29,10,35,25,18269,59,20083,-59,20416,15,11990,0,19724,14,0,0
2024,01,29,10,35,30,18377,44,19930,-59,20109,15,12013,-15,19744,0,0,0
2024,01,29,10,35,35,18290,59,19712,-59,20091,15,12107,-15,19744,0,0,0
2024,01,29,10,35,40,18118,59,19734,-59,20044,15,12041,-15,19554,0,0,0
2024,01,29,10,35,45,18096,74,19782,-74,20305,15,12055,-30,19594,14,0,-14
2024,01,29,10,35,50,18269,59,19823,-74,20353,0,12002,-15,19637,14,0,0
2024,01,29,10,35,55,18182,59,19840,-59,20376,30,12027,0,19637,0,0,0
2024,01,29,10,36,00,18182,59,19712,-29,20371,0,12027,-15,19597,14,0,0
2024,01,29,10,36,05,18139,59,19908,-74,20686,30,12018,-15,19661,0,0,-14
2024,01,29,10,36,10,18036,74,20018,-74,20392,15,11988,-15,19491,14,0,0
2024,01,29,10,36,15,18165,89,20018,-89,20245,30,12013,0,19618,0,0,0
2024,01,29,10,36,20,18398,74,19712,-59,20353,15,12013,0,19764,0,0,0
2024,01,29,10,36,25,18139,29,20277,-74,20109,15,12055,0,19594,0,0,0
2024,01,29,10,36,30,18333,44,19841,-44,20197,30,11990,-15,19551,0,0,0
2024,01,29,10,36,35,18269,74,20102,-44,20175,15,11936,-15,19448,14,0,0
2024,01,29,10,36,40,18122,59,19694,-59,20311,15,12013,-15,19594,0,0,0
2024,01,29,10,36,45,18333,74,19994,-59,20156,30,11922,-15,19510,0,0,0
2024,01,29,10,36,50,18183,119,19800,-59,20156,30,11962,0,19491,14,0,0
2024,01,29,10,36,55,18226,74,19971,-59,20156,15,11922,0,19574,0,0,0
2024,01,29,10,37,00,18139,74,20188,-44,20329,0,11922,-15,19597,14,0,0
2024,01,29,10,37,05,18118,74,19671,-74,20501,-15,12027,-15,19935,0,0,0
2024,01,29,10,37,10,18011,29,19624,-29,20418,-90,12069,0,19618,0,0,0
2024,01,29,10,37,15,18096,59,20083,-74,20156,-105,12027,0,19618,0,0,0
2024,01,29,10,37,21,18079,44,20059,-59,20632,15,12041,-15,19828,14,0,-14
2024,01,29,10,37,26,18351,44,19518,-59,20222,15,11950,0,19467,0,0,-14
2024,01,29,10,37,31,18354,74,20059,-74,20264,15,12027,-15,19911,0,0,0
2024,01,29,10,37,36,18096,59,19694,-74,20358,15,12083,0,19741,0,0,0
2024,01,29,10,37,41,18118,59,19671,-44,20460,15,11962,-15,19764,14,0,0
2024,01,29,10,37,46,18140,89,20076,-44,20269,15,11990,-15,19721,0,0,0
2024,01,29,10,37,51,18183,60,20150,-75,20329,15,12083,-15,19618,0,0,-14
2024,01,29,10,37,56,18226,44,19800,-59,20048,15,12016,-30,19721,0,0,0
2024,01,29,10,38,01,18312,89,19689,-59,20227,15,11988,-30,19510,0,0,-14
2024,01,29,10,38,06,18096,59,19866,-74,20305,15,11962,-15,19618,0,0,0
2024,01,29,10,38,11,18079,74,19606,-59,20621,15,11990,-15,19915,14,0,-14
2024,01,29,10,38,16,18161,74,19735,-74,20621,30,11936,0,19574,0,0,0
2024,01,29,10,38,21,18057,104,20212,-74,20198,30,11988,0,19618,14,0,0
2024,01,29,10,38,26,18355,44,20012,-74,20457,15,11922,-15,19554,0,0,-14
2024,01,29,10,38,32,18226,74,20102,-44,20240,15,11948,-15,19721,0,0,-14
2024,01,29,10,38,36,18312,59,19825,-15,20371,30,12055,-30,19637,0,0,0
2024,01,29,10,38,42,18122,59,19912,-74,20309,15,12018,-15,19867,0,0,0
2024,01,29,10,38,47,18294,44,20147,-59,20245,30,12027,-30,19701,14,0,0
2024,01,29,10,38,52,18463,44,19495,-59,20175,15,11990,-30,19788,0,0,-14
2024,01,29,10,38,57,18226,89,19560,-44,20358,30,12135,-30,19575,0,0,0
2024,01,29,10,39,02,18186,74,19689,-59,20376,30,11936,-30,19661,0,0,0
2024,01,29,10,39,07,18226,59,19865,-74,20132,30,12013,-15,19701,14,0,0
2024,01,29,10,39,12,18204,104,19648,-89,20109,30,11948,-15,19681,0,0,-14
2024,01,29,10,39,17,18075,89,20124,-44,20245,30,11990,-30,19638,0,0,0
2024,01,29,10,39,22,18312,74,19841,-29,20132,15,12041,0,19724,0,0,-14
2024,01,29,10,39,27,18462,74,19992,-44,20376,30,11948,-30,19661,14,0,-14
2024,01,29,10,39,32,18420,89,19823,-59,20109,30,12055,-15,19617,14,0,0
2024,01,29,10,39,37,18226,59,19712,-44,20175,15,11948,0,19764,14,0,0
2024,01,29,10,39,42,18441,29,19606,-59,20132,30,12013,-45,19554,0,0,-14
2024,01,29,10,39,47,18484,29,19777,-59,20245,30,12041,-30,19701,0,0,0
2024,01,29,10,39,53,18401,44,19757,-59,20311,45,11976,0,19554,14,0,0
2024,01,29,10,39,58,18438,29,19866,-59,20198,15,12055,-30,19511,0,0,0
2024,01,29,10,40,03,18312,29,19541,-59,20179,30,12016,-30,19764,0,0,-14
2024,01,29,10,40,08,18336,29,19494,-29,20311,30,12055,0,19745,14,0,0
2024,01,29,10,40,13,18225,74,19652,-44,20353,15,11988,-15,19788,0,0,0
2024,01,29,10,40,18,18161,59,20035,-89,20376,15,12055,0,19510,14,0,0
2024,01,29,10,40,23,18269,14,20076,-89,20329,-15,12027,0,19618,0,0,0
2024,01,29,10,40,28,18183,59,19924,-44,20220,15,11936,-15,19597,0,0,-14
2024,01,29,10,40,33,18247,44,19666,-44,20436,15,11948,-15,19554,0,0,0
2024,01,29,10,40,38,18441,74,19735,-44,20329,15,12027,0,19618,0,0,0
2024,01,29,10,40,43,18247,59,19671,-59,20222,15,11962,0,19681,0,0,0
2024,01,29,10,40,48,18312,44,19795,-59,20238,30,11948,-15,19617,0,0,0
2024,01,29,10,40,54,18308,44,19736,-59,20220,15,11922,0,19467,0,0,0
2024,01,29,10,40,59,18333,74,19694,-89,20376,45,11962,0,19531,0,0,0
2024,01,29,10,41,04,18333,59,20083,-59,20351,15,11948,-15,19618,14,0,0
2024,01,29,10,41,09,18122,59,19793,-44,20197,0,11922,-30,19638,0,0,0
2024,01,29,10,41,14,18122,74,19687,-74,20287,0,11976,-15,19658,0,0,14
2024,01,29,10,41,19,18420,74,19583,-44,20329,15,12027,-15,19701,0,0,-14
2024,01,29,10,41,24,18204,89,19689,-74,20262,0,11948,-15,19618,0,0,0
2024,01,29,10,41,29,18377,59,19735,-74,20287,0,12041,-15,19574,14,0,0
2024,01,29,10,41,34,18165,59,19711,-59,20498,15,12055,-45,19701,0,0,0
2024,01,29,10,41,39,18290,44,19906,-59,20334,15,12013,-15,19534,0,0,0
2024,01,29,10,41,44,18269,74,20147,-74,20286,0,12055,-30,19788,0,0,0
2024,01,29,10,41,50,18269,59,19624,-59,20155,0,12002,-15,19915,0,0,0
2024,01,29,10,41,55,18269,89,19906,-59,20175,0,12013,-15,19661,0,0,0
2024,01,29,10,42,00,18096,89,19629,-59,20198,15,12055,-15,19955,0,0,0
2024,01,29,10,42,05,18204,44,20083,-29,20305,15,11948,-30,19681,0,0,14
2024,01,29,10,42,10,18182,90,19783,-45,20222,15,11976,-15,19618,0,0,0
2024,01,29,10,42,15,18182,29,19606,-74,20048,30,12013,-15,19637,0,0,0
2024,01,29,10,42,20,18312,59,19906,-44,20220,30,12027,0,19638,14,0,0
2024,01,29,10,42,25,18463,44,20147,-44,20133,45,12013,-30,19511,-14,0,0
2024,01,29,10,42,30,18118,74,19754,-59,20220,15,12002,15,19637,0,0,0
2024,01,29,10,42,35,18463,74,19564,-59,20222,30,12055,-15,19681,0,0,0
2024,01,29,10,42,40,18161,59,19735,-59,20311,30,12083,-15,19681,0,0,0
2024,01,29,10,42,45,18157,59,19994,-44,20287,30,12083,30,19808,0,0,0
2024,01,29,10,42,50,18272,44,19754,-44,20286,0,11936,-15,19637,0,0,0
2024,01,29,10,42,55,18376,59,19587,-59,20180,15,12055,-30,19745,0,0,-14
2024,01,29,10,43,00,17968,29,19560,-44,20351,45,11976,-15,19661,0,0,0
2024,01,29,10,43,05,18243,44,19495,-44,20394,45,11948,0,19618,14,0,0
2024,01,29,10,43,10,18247,14,19841,-59,20353,30,12027,-15,19808,0,0,0
2024,01,29,10,43,15,18269,44,20059,-74,20262,45,11976,0,19618,0,0,-14
2024,01,29,10,43,21,18380,14,19712,-59,20240,0,12002,0,19808,14,0,0
2024,01,29,10,43,26,18247,59,19947,-74,20353,-15,12055,-15,19701,0,0,0
2024,01,29,10,43,31,18333,44,19648,-44,20371,-75,11990,0,19724,14,0,0
2024,01,29,10,43,36,18333,74,20342,-59,20305,-135,11976,0,19788,0,0,0
2024,01,29,10,43,41,18226,59,20083,-59,20436,15,12013,-15,19658,14,0,0
2024,01,29,10,43,46,18161,44,19865,-74,20400,15,12069,-15,19597,0,0,0
2024,01,29,10,43,51,18053,59,19537,-74,20198,15,12027,-15,19637,0,0,-14
2024,01,29,10,43,56,18079,89,19800,-59,20090,15,11962,-30,19554,0,0,0
2024,01,29,10,44,01,18525,89,19947,-44,20155,30,12013,-15,19574,0,0,0
2024,01,29,10,44,06,18118,44,19825,-60,20043,15,12041,0,19618,14,0,0
2024,01,29,10,44,11,18380,44,19759,-74,20264,0,11976,-30,19618,0,0,0
2024,01,29,10,44,16,18247,89,19800,-89,20240,15,12069,-15,19661,0,0,0
2024,01,29,10,44,21,18226,59,20035,-74,20329,15,12027,-30,19724,0,0,0
2024,01,29,10,44,27,18222,29,19908,-89,20305,0,12002,0,19744,0,0,0
2024,01,29,10,44,32,18330,90,19695,-89,20287,30,12002,-15,19724,0,0,0
2024,01,29,10,44,37,18075,89,19560,-59,20353,30,12041,-30,19724,0,0,0
2024,01,29,10,44,42,18269,44,19866,-44,20327,0,11976,-30,19554,14,0,0
2024,01,29,10,44,47,18161,74,19712,-59,20398,30,12027,0,19681,14,0,0
2024,01,29,10,44,52,17993,59,19996,-59,20245,30,12027,-15,19554,0,0,0
2024,01,29,10,44,57,18204,74,19971,-59,20198,15,12013,-15,19491,14,0,0
2024,01,29,10,45,02,18420,74,20100,-44,20376,30,12083,0,19661,14,0,0
2024,01,29,10,45,07,18355,59,19994,-74,20329,15,11908,0,19574,0,0,0
2024,01,29,10,45,12,18075,44,19759,-59,19894,15,12013,-15,19681,0,0,-14
2024,01,29,10,45,17,18118,74,20079,-89,20371,15,12041,-15,19701,0,0,0
2024,01,29,10,45,22,18419,59,19587,-44,20175,0,11976,0,19828,0,0,0
2024,01,29,10,45,27,18312,74,20053,-59,20245,15,12055,-15,19828,0,0,14
2024,01,29,10,45,32,18161,44,19666,-89,20329,15,12027,-15,19554,0,0,0
2024,01,29,10,45,37,18269,59,19953,-59,20311,15,12002,0,19724,0,0,0
2024,01,29,10,45,42,18485,74,20059,-74,20240,0,11976,-15,19597,0,0,0
2024,01,29,10,45,48,18247,44,19994,-74,20222,15,11960,-15,19764,14,0,0
2024,01,29,10,45,53,18377,74,19495,-44,20287,45,11936,-45,19745,0,0,0
2024,01,29,10,45,58,18333,60,19890,-75,20309,15,12027,0,19681,0,0,0
2024,01,29,10,46,03,18485,14,19514,-44,20222,30,12027,-15,19681,0,0,0
2024,01,29,10,46,08,18377,59,19859,-59,19917,30,12027,-15,19661,0,0,0
2024,01,29,10,46,13,18269,89,19671,-44,20264,30,12013,-30,19637,0,0,0
2024,01,29,10,46,18,18312,44,19671,-44,20264,30,12013,-30,19637,0,0,0
2024,01,29,10,46,31,18312,44,19671,-44,20264,30,12013,-30,19637,0,0,0
2024,01,29,10,46,46,18312,44,19671,-44,20264,30,12013,-30,19551,0,0,0
2024,01,29,10,46,50,18463,89,19953,-74,20133,0,11922,-15,19681,0,0,0
2024,01,29,10,46,55,18183,89,20053,-89,20066,15,12013,-30,19681,0,0,0
2024,01,29,10,47,00,18358,118,19453,-59,20222,0,12016,-30,19808,0,0,0
2024,01,29,10,47,05,18183,74,20182,-44,20156,15,11990,-15,19681,14,0,0
2024,01,29,10,47,10,18355,59,19583,-44,20175,0,11990,0,19764,14,0,-14
2024,01,29,10,47,15,18290,104,19518,-59,20175,15,11948,0,19618,0,0,0
2024,01,29,10,47,20,18269,89,19823,-74,20175,15,11948,0,19955,0,0,0
2024,01,29,10,47,25,18186,74,20050,-75,20066,15,11922,0,19808,0,0,0
2024,01,29,10,47,30,18143,74,19623,-59,20068,15,12013,0,19721,0,0,0
2024,01,29,10,47,35,18100,104,20033,-59,20549,0,11962,0,19661,14,0,0
2024,01,29,10,47,40,18247,29,19730,-74,20068,30,11990,-15,19658,0,0,0
2024,01,29,10,47,46,18462,89,20076,-59,20416,30,12041,-15,19788,0,0,0
2024,01,29,10,47,51,18097,89,19900,-44,20376,15,11976,0,19681,0,0,0
2024,01,29,10,47,56,18290,74,19449,-44,20400,0,11962,-15,19724,0,0,0
2024,01,29,10,48,01,18377,89,19930,-74,20109,15,11962,-15,19618,0,0,0
2024,01,29,10,48,06,18377,59,19930,-74,20155,0,12121,0,19681,0,0,0
2024,01,29,10,48,11,18204,59,20018,-44,20638,0,11990,0,19681,0,0,0
2024,01,29,10,48,16,18096,74,19906,-59,20329,15,11948,-15,19680,0,0,0
2024,01,29,10,48,21,18333,74,19629,-44,20085,15,12055,-30,19531,0,0,0
2024,01,29,10,48,26,18226,74,19777,-44,20662,0,12069,-30,19554,0,0,0
2024,01,29,10,48,31,18550,59,20041,-74,20155,15,12002,-15,19658,0,0,0
2024,01,29,10,48,37,18376,59,19988,-74,20220,15,12002,-15,19745,0,0,0
2024,01,29,10,48,42,18297,59,19388,-59,20570,30,11974,-15,19744,0,0,0
2024,01,29,10,48,47,18074,44,19629,-59,20311,0,11990,-15,19554,0,0,0
2024,01,29,10,48,52,18200,75,20085,-44,20269,15,11990,-15,19574,0,0,-14
2024,01,29,10,48,57,18265,90,19825,-59,20376,30,11962,-15,19637,0,0,0
2024,01,29,10,49,02,18355,59,19841,-59,20025,0,11936,-15,19788,0,0,0
2024,01,29,10,49,07,18096,59,20035,-44,20198,30,11948,-15,20062,0,0,0
2024,01,29,10,49,12,18312,89,19865,-29,20198,30,12004,-15,19828,0,0,0
2024,01,29,10,49,17,18441,74,20059,-74,20424,0,12018,0,19701,0,0,0
2024,01,29,10,49,22,18226,59,19971,-44,20220,45,12013,-30,19637,0,0,0
2024,01,29,10,49,27,18161,44,19906,-74,20113,15,11976,-30,19658,0,0,0
2024,01,29,10,49,33,18380,74,19605,-59,20394,15,12027,-15,19788,0,0,0
2024,01,29,10,49,38,18226,44,19583,-89,20436,30,12013,0,19911,0,0,0
2024,01,29,10,49,43,18118,74,20117,-59,20376,15,11990,-15,19681,0,0,0
2024,01,29,10,49,48,18312,59,20059,-74,20410,0,11976,-15,19681,14,0,0
2024,01,29,10,49,53,18373,89,19736,-74,20505,30,12121,-15,19852,0,0,0
2024,01,29,10,49,58,18247,59,20059,-44,20442,30,12002,0,19681,0,0,0
2024,01,29,10,50,03,18247,74,20124,-59,20400,15,11922,-15,19935,0,0,0
2024,01,29,10,50,08,18204,44,19947,-44,20394,30,12041,-15,19574,14,0,0
2024,01,29,10,50,13,18186,88,19471,-74,20286,30,12041,-15,19892,0,0,-14
2024,01,29,10,50,18,18118,89,19471,-44,20376,30,11976,-30,19637,0,0,-14
2024,01,29,10,50,24,18420,74,20236,-59,20113,15,12013,-15,19979,0,0,0
2024,01,29,10,50,29,18376,89,19795,-74,20418,0,12002,-15,19594,14,0,0
2024,01,29,10,50,34,18204,74,19888,-74,20269,0,12027,-15,19574,-29,0,0
2024,01,29,10,50,39,18398,74,19883,-59,20222,15,12041,-15,19788,-73,0,0
2024,01,29,10,50,44,18118,74,19730,-44,20138,15,12004,-15,19637,-102,0,0
2024,01,29,10,50,49,18118,44,19583,-59,20436,0,11976,-30,19637,-117,0,0
2024,01,29,10,50,54,18226,59,20100,-59,20525,30,12002,-15,19658,-131,0,0
2024,01,29,10,50,59,18054,74,19754,-59,20155,0,12041,-15,19828,-146,0,0
2024,01,29,10,51,04,18377,104,19818,-29,20180,0,12041,0,19788,-132,0,14
2024,01,29,10,51,09,18226,89,19847,-74,20358,-75,11922,-15,19661,-117,0,0
2024,01,29,10,51,14,18096,44,20018,-44,20329,-90,11948,-45,19618,-117,0,0
2024,01,29,10,51,19,18161,74,20165,-74,20573,0,12055,0,19764,-102,0,0
2024,01,29,10,51,24,18225,59,19689,-59,20132,0,11922,-15,19637,-87,0,0
2024,01,29,10,51,29,18286,29,19499,-74,20353,45,12041,-15,19935,-73,0,-29
2024,01,29,10,51,34,18226,45,19695,-45,20068,0,11962,-15,19764,-73,0,0
2024,01,29,10,51,39,18122,89,19494,-59,20109,30,11988,-15,19872,-58,0,0
2024,01,29,10,51,45,18118,44,19800,-59,20179,0,11908,-15,19999,-44,0,0
2024,01,29,10,51,50,18355,89,19973,-74,20614,15,12041,0,19724,-44,0,0
2024,01,29,10,51,55,18247,88,19452,-44,20353,15,11990,-15,19852,-29,0,0
2024,01,29,10,52,00,18333,59,19735,-74,20001,15,12041,0,19744,-14,0,-14
2024,01,29,10,52,05,18054,74,19606,-59,20245,45,11990,-30,19618,0,0,0
2024,01,29,10,52,10,17993,74,19476,-74,20240,15,11976,0,19618,-14,0,0
2024,01,29,10,52,15,18139,89,19671,-59,20269,30,11976,-15,19681,0,0,0
2024,01,29,10,52,20,18333,74,19560,-89,20287,15,11948,-15,19594,0,0,14
2024,01,29,10,52,25,18160,74,19734,-59,20155,15,12013,-15,19935,0,0,0
2024,01,29,10,52,30,18139,89,19906,-89,20394,0,12027,-15,19618,0,0,14
2024,01,29,10,52,36,18420,59,20083,-44,20109,0,12013,-30,19724,0,0,0
2024,01,29,10,52,41,18053,104,19666,-89,20001,15,11922,-15,19741,0,0,-14
2024,01,29,10,52,46,18135,74,19816,-74,20091,15,11976,-15,19764,29,0,0
2024,01,29,10,52,51,18015,104,20147,-89,20180,30,12013,-15,19959,14,0,0
2024,01,29,10,52,56,18053,89,19888,-59,20555,15,11962,-15,19979,14,0,0
2024,01,29,10,53,01,18143,89,19712,-44,20175,15,12002,-15,19765,0,0,0
2024,01,29,10,53,06,18160,74,19971,-59,20245,15,12069,0,19574,14,0,0
2024,01,29,10,53,11,18225,74,20294,-74,20114,15,12093,15,19658,14,0,0
2024,01,29,10,53,16,18250,74,20083,-74,20353,15,11988,0,19489,0,0,-14
2024,01,29,10,53,21,18204,74,19777,-89,20109,30,11990,-15,19448,14,0,-14
2024,01,29,10,53,26,18118,59,19735,-59,20156,30,12004,-30,19618,14,0,0
2024,01,29,10,53,32,18377,44,19870,-59,20222,15,12083,0,19764,14,0,0
2024,01,29,10,53,37,18312,74,20037,-74,20507,15,12016,-15,19935,14,0,0
2024,01,29,10,53,42,17993,59,20165,-29,20418,30,11976,-30,19491,14,0,0
2024,01,29,10,53,47,18377,44,19930,-59,20460,30,11962,-15,19661,14,0,0
2024,01,29,10,53,52,18139,74,19953,-44,20001,30,11988,-15,19597,29,0,0
2024,01,29,10,53,57,18079,104,19518,-74,20180,30,11990,0,19892,14,0,0
2024,01,29,10,54,02,17993,59,19840,-44,20227,45,12041,0,19701,14,0,-14
2024,01,29,10,54,07,18122,59,19912,-59,20418,0,12093,-15,19764,14,0,0
2024,01,29,10,54,12,18398,89,19996,-59,20394,0,12027,-15,19745,0,0,0
2024,01,29,10,54,17,18147,74,19988,-59,20179,-75,11976,0,19911,29,0,0
2024,01,29,10,54,22,18290,74,20277,-59,20394,-105,12083,0,19915,29,0,0
2024,01,29,10,54,28,18225,89,20009,-59,20240,0,11990,-30,19531,14,0,0
2024,01,29,10,54,33,18438,89,20141,-89,20240,0,12055,0,19701,29,0,0
2024,01,29,10,54,38,18226,74,20035,-59,20334,30,12055,-15,19872,14,0,0
2024,01,29,10,54,43,18100,44,20009,-74,20222,15,12041,-15,19658,14,0,0
2024,01,29,10,54,48,18100,74,19822,-29,20286,15,12055,0,19553,14,0,0
2024,01,29,10,54,53,18160,74,20041,-59,20109,0,12055,0,19721,0,0,0
2024,01,29,10,54,58,18247,74,19605,-44,20264,0,12027,-30,19788,0,0,0
2024,01,29,10,55,03,18054,74,19976,-59,20198,15,12027,0,19852,29,0,0
2024,01,29,10,55,08,18054,74,19771,-44,20133,30,11976,-15,19488,0,0,0
2024,01,29,10,55,13,18308,74,19947,-29,20329,0,11976,-15,19553,14,0,0
2024,01,29,10,55,18,18096,59,19735,-59,20155,15,12041,0,19681,0,0,0
2024,01,29,10,55,23,18015,89,19643,-59,20400,0,12027,0,19638,14,0,0
2024,01,29,10,55,28,18122,88,19888,-74,20068,30,11948,0,19597,0,0,0
2024,01,29,10,55,34,18079,74,20076,-89,20573,30,11962,-15,19576,14,0,0
2024,01,29,10,55,39,18182,104,20018,-74,20680,30,12041,0,19764,0,0,0
2024,01,29,10,55,44,18139,89,19643,-44,20329,15,12027,0,19617,0,0,0
2024,01,29,10,55,49,18139,59,19652,-74,20156,15,11962,0,19424,14,0,14
2024,01,29,10,55,54,18251,44,20114,-74,20203,30,11990,0,19554,14,0,0
2024,01,29,10,55,59,18015,89,20188,-59,20068,30,11976,-15,19724,14,0,-14
2024,01,29,10,56,04,18100,74,19840,-74,20353,15,12004,0,19788,14,0,0
2024,01,29,10,56,09,18183,104,19601,-59,20305,15,11976,-15,19661,14,0,0
2024,01,29,10,56,14,18075,74,19495,-14,20638,15,11962,0,19594,29,0,0
2024,01,29,10,56,19,18272,59,20202,-89,20311,45,12055,0,19681,0,0,14
2024,01,29,10,56,24,18463,74,20212,-74,20264,15,11950,0,19891,0,0,0
2024,01,29,10,56,29,18118,74,19865,-74,20091,30,11976,-15,19915,14,0,0
2024,01,29,10,56,34,18140,59,19560,-59,20394,15,11962,-15,19554,0,0,0
2024,01,29,10,56,39,18308,74,19996,-89,20245,0,11990,-15,19745,14,0,14
2024,01,29,10,56,45,18438,59,19801,-89,20525,15,11990,-15,19618,0,0,0
2024,01,29,10,56,50,18395,75,19760,-44,20245,0,11962,0,19828,14,0,0
2024,01,29,10,56,55,18104,59,19388,-89,20573,15,12083,0,19852,14,0,0
2024,01,29,10,57,00,18226,44,19648,-74,20507,15,11948,0,19597,0,0,-14
2024,01,29,10,57,05,18269,74,19823,-59,20264,30,11976,-15,19764,0,0,0
2024,01,29,10,57,10,18247,104,19924,-44,20175,30,12163,-30,19637,0,0,0
2024,01,29,10,57,15,18290,119,19976,-74,20198,15,12055,-15,19808,14,0,0
2024,01,29,10,57,20,18398,59,19694,-88,20376,15,11962,0,19788,14,0,14
2024,01,29,10,57,25,18118,104,19666,-44,20353,0,12135,-15,19788,0,0,0
2024,01,29,10,57,30,18333,59,19689,-89,20614,0,12013,-30,19637,14,0,-14
2024,01,29,10,57,35,18462,89,19883,-74,20240,15,12013,0,19681,14,0,-29
2024,01,29,10,57,40,18354,74,19643,-44,20353,30,12041,0,19661,0,0,0
2024,01,29,10,57,46,18358,74,20097,-89,20222,15,12107,0,19661,0,0,0
2024,01,29,10,57,51,18096,59,19648,-74,20394,15,12055,0,19721,14,0,0
2024,01,29,10,57,56,18355,89,19777,-74,20240,15,11976,-30,19784,14,0,-14
2024,01,29,10,58,01,18333,89,19759,-59,20109,15,11976,0,19852,0,0,14
2024,01,29,10,58,06,18312,89,19994,-74,20156,15,11962,-15,19784,0,0,0
2024,01,29,10,58,11,18312,59,19865,-45,20353,15,11976,0,19681,0,0,0
2024,01,29,10,58,16,18420,89,19777,-74,20091,15,12002,0,19618,14,0,0
2024,01,29,10,58,21,18355,104,19912,-59,20507,0,12055,-15,19447,0,0,-14
2024,01,29,10,58,26,18312,59,19800,-59,20133,0,12013,0,19597,0,0,0
2024,01,29,10,58,31,18225,59,20171,-74,20329,30,12041,-15,19510,14,0,0
2024,01,29,10,58,37,18571,119,19930,-59,20287,0,12002,-30,20063,14,0,0
2024,01,29,10,58,42,18355,119,19777,-59,20555,0,12013,0,19594,0,0,0
2024,01,29,10,58,47,18333,59,20083,-74,20245,15,12055,-30,19637,0,0,0
2024,01,29,10,58,52,18401,74,19693,-74,20048,0,11950,0,19637,14,0,14
2024,01,29,10,58,57,18398,59,20083,-59,20311,0,12055,-30,19747,0,0,0
2024,01,29,10,59,02,18290,44,19912,-74,20245,30,12027,0,19574,0,0,-14
2024,01,29,10,59,07,18290,59,19841,-29,20238,15,11990,-15,19895,29,0,0
2024,01,29,10,59,12,18312,89,19537,-59,20376,15,11922,-30,19808,14,0,0
2024,01,29,10,59,17,18269,89,19537,-89,20311,30,12083,0,19680,0,0,0
2024,01,29,10,59,22,18143,74,19430,-74,20245,45,11936,0,19618,0,0,-14
2024,01,29,10,59,27,18269,104,20041,-59,20264,30,11988,-15,19594,-14,0,-14
2024,01,29,10,59,32,18333,44,20016,-74,20133,15,11990,-15,19745,0,0,0
2024,01,29,10,59,37,18355,59,19900,-59,20466,0,12004,0,19744,14,0,-14
2024,01,29,10,59,42,18122,59,19947,-74,20287,0,11976,-15,19788,29,0,0
2024,01,29,10,59,48,18312,59,19823,-74,20025,30,12002,-15,19551,0,0,0
2024,01,29,10,59,53,18161,89,19968,-104,20329,15,11950,0,19701,0,0,-14
2024,01,29,10,59,58,18251,89,19795,-89,20418,30,11962,0,19618,0,0,0
2024,01,29,11,00,03,18200,90,19955,-45,20418,30,12107,-15,19832,0,0,0
2024,01,29,11,00,08,18143,74,19906,-89,20287,30,11990,-15,19510,0,0,0
2024,01,29,11,00,13,18251,59,20171,-89,20198,15,12041,0,19788,0,0,0
2024,01,29,11,00,18,18247,74,20171,-59,20442,45,11962,-15,19764,0,0,0
2024,01,29,11,00,23,18118,74,20053,-44,20068,0,11962,0,19531,0,0,0
2024,01,29,11,00,28,18182,59,19996,-59,20662,0,11990,-15,19640,14,0,0
2024,01,29,11,00,33,18096,74,19583,-74,20311,-30,12004,-30,19617,0,0,0
2024,01,29,11,00,38,18354,44,19924,-74,20662,-105,12069,-15,19531,0,0,0
2024,01,29,11,00,43,18226,104,19648,-74,20244,-75,12016,0,19701,0,0,0
2024,01,29,11,00,49,18377,89,20035,-44,20525,0,11962,0,19597,0,0,0
2024,01,29,11,00,54,18139,89,20147,-89,20329,15,12027,0,19891,0,0,0
2024,01,29,11,00,59,18118,89,20076,-89,20418,15,12055,0,19808,14,0,0
2024,01,29,11,01,04,18226,74,20041,-89,20484,0,11976,0,19681,0,0,0
2024,01,29,11,01,09,18125,90,20327,-105,20466,15,11962,-15,19574,0,0,0
2024,01,29,11,01,14,18269,59,19822,-89,20484,0,12027,-15,19554,14,0,0
2024,01,29,11,01,19,18161,74,19928,-74,20597,15,12083,-15,19510,14,0,0
2024,01,29,11,01,24,18054,74,19904,-29,20175,15,12055,0,19935,0,0,0
2024,01,29,11,01,29,18075,59,19870,-89,20180,15,12027,-15,19681,0,0,0
2024,01,29,11,01,34,18312,89,19976,-74,20371,15,12041,0,19534,-14,0,0
