Year,Month,Day,Hour,Minute,Second,VBus,I1,I2,I3,I4,CH1,CH2,CH3,CH4
2024,10,3,15,1,35,57603,-8,1873,-44,20,0,1,1,1
2024,10,3,15,2,30,57628,-14,1887,-50,24,0,1,1,1
2024,10,3,15,3,27,57123,-11,1894,-49,21,0,1,1,1
2024,10,3,15,4,33,55750,-14,1748,-50,19,0,1,1,1
2024,10,3,15,5,31,54004,-10,1849,-43,370,0,1,1,1
2024,10,3,15,6,32,53150,-10,2045,-42,833,0,1,1,1
2024,10,3,15,7,32,53862,-13,2011,-43,746,0,1,1,1
2024,10,3,15,8,32,54365,-9,2003,-43,726,0,1,1,1
2024,10,3,15,9,30,54449,-10,1990,-44,730,0,1,1,1
2024,10,3,15,10,27,54058,-9,2003,-43,706,0,1,1,1
2024,10,3,15,11,27,53121,-10,2048,-41,956,0,1,1,1
2024,10,3,15,12,27,52814,-11,2050,-44,1022,0,1,1,1
2024,10,3,15,13,27,52887,-11,2037,-42,398,0,1,1,1
2024,10,3,15,14,27,52949,-10,2054,-45,25,0,1,1,1
2024,10,3,15,15,27,52915,-11,2051,-44,18,0,1,1,1
2024,10,3,15,16,28,52887,-14,2046,-41,18,0,1,1,1
2024,10,3,15,17,28,52865,-14,2047,-44,21,0,1,1,1
2024,10,3,15,18,28,52849,-14,2045,-41,23,0,1,1,1
2024,10,3,15,19,28,52859,-11,2049,-44,18,0,1,1,1
2024,10,3,15,20,28,52831,-13,2045,-43,21,0,1,1,1
2024,10,3,15,21,28,52849,-14,1880,-40,22,0,1,1,1
2024,10,3,15,22,29,52785,-14,2061,-43,19,0,1,1,1
2024,10,3,15,23,29,52738,-14,2053,-43,21,0,1,1,1
2024,10,3,15,24,29,52761,-15,2052,-43,21,0,1,1,1
2024,10,3,15,25,29,52656,-15,2057,-44,19,0,1,1,1
2024,10,3,15,26,30,52658,-14,2055,-43,17,0,1,1,1
2024,10,3,15,27,30,52647,-14,2049,-44,171,0,1,1,1
2024,10,3,15,28,30,52352,-14,2067,-44,879,0,1,1,1
2024,10,3,15,29,30,52338,-14,2058,-43,1000,0,1,1,1
2024,10,3,15,30,30,52281,-14,2060,-43,1040,0,1,1,1
2024,10,3,15,31,31,52270,-13,2062,-44,1026,0,1,1,1
2024,10,3,15,32,31,52260,-14,2068,-41,1009,0,1,1,1
2024,10,3,15,33,31,52228,-14,2072,-43,1022,0,1,1,1
2024,10,3,15,34,31,52321,-14,2061,-41,571,0,1,1,1
2024,10,3,15,35,32,52443,-14,2058,-44,19,0,1,1,1
2024,10,3,15,36,32,52443,-14,2062,-44,21,0,1,1,1
2024,10,3,15,37,32,52418,-14,2065,-44,24,0,1,1,1
2024,10,3,15,38,30,52377,-14,2065,-44,17,0,1,1,1
2024,10,3,15,39,27,52391,-15,2067,-44,17,0,1,1,1
2024,10,3,15,40,27,52341,-13,2064,-44,21,0,1,1,1
2024,10,3,15,41,27,52341,-14,2068,-41,19,0,1,1,1
2024,10,3,15,42,28,52343,-15,2060,-44,17,0,1,1,1
2024,10,3,15,43,28,52330,-14,2058,-43,19,0,1,1,1
2024,10,3,15,44,28,52308,-15,2069,-43,17,0,1,1,1
2024,10,3,15,45,28,52318,-15,2071,-44,18,0,1,1,1
2024,10,3,15,46,29,52292,-14,2063,-43,18,0,1,1,1
2024,10,3,15,47,29,52290,-14,2067,-44,17,0,1,1,1
2024,10,3,15,48,29,52279,-14,2067,-44,15,0,1,1,1
2024,10,3,15,49,29,52226,-14,2071,-39,15,0,1,1,1
2024,10,3,15,50,30,52241,-17,2056,-43,15,0,1,1,1
2024,10,3,15,51,30,52197,-15,2070,-43,299,0,1,1,1
2024,10,3,15,52,30,52016,-15,2082,-41,792,0,1,1,1
2024,10,3,15,53,30,51932,-15,2081,-43,1056,0,1,1,1
2024,10,3,15,54,30,51911,-18,2078,-43,945,0,1,1,1
2024,10,3,15,55,30,52079,-15,2059,-44,613,0,1,1,1
2024,10,3,15,56,30,51963,-15,2067,-44,725,0,1,1,1
2024,10,3,15,57,30,51940,-14,2069,-44,696,0,1,1,1
2024,10,3,15,58,31,52004,-14,2079,-44,486,0,1,1,1
2024,10,3,15,59,31,52084,-15,2073,-45,17,0,1,1,1
2024,10,3,16,0,31,52084,-14,2067,-44,18,0,1,1,1
2024,10,3,16,1,31,52047,-17,2079,-44,13,0,1,1,1
2024,10,3,16,2,32,52043,-17,2071,-44,18,0,1,1,1
2024,10,3,16,3,32,52046,-15,2074,-44,15,0,1,1,1
2024,10,3,16,4,32,52032,-15,2078,-44,15,0,1,1,1
2024,10,3,16,5,30,52021,-16,2073,-46,14,0,1,1,1
2024,10,3,16,6,27,52015,-15,2079,-44,18,0,1,1,1
2024,10,3,16,7,27,52017,-17,2072,-44,15,0,1,1,1
2024,10,3,16,8,27,51997,-17,2075,-43,11,0,1,1,1
2024,10,3,16,9,28,51970,-14,2076,-45,17,0,1,1,1
2024,10,3,16,10,28,51958,-18,2066,-44,15,0,1,1,1
2024,10,3,16,11,28,51940,-15,2076,-44,17,0,1,1,1
2024,10,3,16,12,28,51924,-20,2075,-44,15,0,1,1,1
2024,10,3,16,13,28,51926,-18,2085,-45,14,0,1,1,1
2024,10,3,16,14,28,51917,-17,2082,-44,17,0,1,1,1
2024,10,3,16,15,29,51854,-17,2073,-48,14,0,1,1,1
2024,10,3,16,16,29,51675,-17,2081,-44,833,0,1,1,1
2024,10,3,16,17,29,51636,-17,2088,-45,971,0,1,1,1
2024,10,3,16,18,29,51587,-15,2087,-44,1036,0,1,1,1
2024,10,3,16,19,29,51573,-18,2086,-44,1036,0,1,1,1
2024,10,3,16,20,29,51561,-20,2088,-44,1016,0,1,1,1
2024,10,3,16,21,30,51514,-18,2103,-44,1012,0,1,1,1
2024,10,3,16,22,30,51608,-17,2095,-43,470,0,1,1,1
2024,10,3,16,23,30,51711,-19,2076,-43,13,0,1,1,1
2024,10,3,16,24,30,51701,-17,2091,-44,14,0,1,1,1
2024,10,3,16,25,31,51706,-15,2088,-44,15,0,1,1,1
2024,10,3,16,26,31,51699,-22,2083,-44,13,0,1,1,1
2024,10,3,16,27,31,51695,-21,2087,-44,14,0,1,1,1
2024,10,3,16,28,31,51689,-21,2081,-44,17,0,1,1,1
2024,10,3,16,29,31,51649,-17,2085,-45,17,0,1,1,1
2024,10,3,16,30,31,51666,-15,2082,-44,15,0,1,1,1
2024,10,3,16,31,32,51648,-18,2074,-44,17,0,1,1,1
2024,10,3,16,32,32,51652,-18,2088,-45,17,0,1,1,1
2024,10,3,16,33,32,51642,-17,2083,-44,17,0,1,1,1
2024,10,3,16,34,30,51636,-19,2087,-44,16,0,1,1,1
2024,10,3,16,35,27,51584,-21,2084,-44,14,0,1,1,1
2024,10,3,16,36,27,51582,-18,2089,-45,15,0,1,1,1
2024,10,3,16,37,28,51544,-18,2088,-45,17,0,1,1,1
2024,10,3,16,38,28,51548,-21,2092,-45,15,0,1,1,1
2024,10,3,16,39,28,51548,-21,2081,-44,13,0,1,1,1
2024,10,3,16,40,28,51521,-22,2095,-44,14,0,1,1,1
2024,10,3,16,41,28,51497,-19,2101,-47,14,0,1,1,1
2024,10,3,16,42,29,51499,-15,2094,-44,15,0,1,1,1
2024,10,3,16,43,29,51287,-20,2108,-44,645,0,1,1,1
2024,10,3,16,44,29,51213,-19,2108,-44,899,0,1,1,1
2024,10,3,16,45,29,51184,-22,2109,-44,1038,0,1,1,1
2024,10,3,16,46,30,51167,-17,2112,-46,1045,0,1,1,1
2024,10,3,16,47,30,51159,-17,2110,-44,1056,0,1,1,1
2024,10,3,16,48,30,51157,-19,2117,-44,1029,0,1,1,1
2024,10,3,16,49,30,51227,-16,2102,-44,567,0,1,1,1
2024,10,3,16,50,30,51359,-15,2088,-44,15,0,1,1,1
2024,10,3,16,51,31,51322,-21,2095,-44,13,0,1,1,1
2024,10,3,16,52,31,51305,-18,2100,-45,14,0,1,1,1
2024,10,3,16,53,31,51305,-22,2098,-44,14,0,1,1,1
2024,10,3,16,54,31,51260,-18,2100,-44,17,0,1,1,1
2024,10,3,16,55,31,51276,-21,2106,-44,13,0,1,1,1
2024,10,3,16,56,32,51242,-21,2105,-44,17,0,1,1,1
2024,10,3,16,57,32,51246,-19,2104,-44,14,0,1,1,1
2024,10,3,16,58,30,51210,-22,2118,-44,14,0,1,1,1
2024,10,3,16,59,27,51184,-18,2095,-44,14,0,1,1,1
2024,10,3,17,0,27,51113,371,2099,149,14,1,1,1,1
2024,10,3,17,1,27,51085,409,2101,-44,11,1,1,1,1
2024,10,3,17,2,28,51111,403,2105,-44,15,1,1,1,1
2024,10,3,17,3,28,51084,405,2102,-44,11,1,1,1,1
2024,10,3,17,4,28,51048,407,2101,-44,14,1,1,1,1
2024,10,3,17,5,28,51032,401,2107,-44,14,1,1,1,1
2024,10,3,17,6,28,51031,403,2103,-44,13,1,1,1,1
2024,10,3,17,7,29,51030,401,2106,-44,10,1,1,1,1
2024,10,3,17,8,29,51036,401,2109,-44,14,1,1,1,1
2024,10,3,17,9,29,50953,404,2114,-44,11,1,1,1,1
2024,10,3,17,10,29,51005,406,2112,-45,9,1,1,1,1
2024,10,3,17,11,30,50828,403,2118,-45,615,1,1,1,1
2024,10,3,17,12,30,50667,407,2126,-45,893,1,1,1,1
2024,10,3,17,13,30,50687,404,2126,-45,1064,1,1,1,1
2024,10,3,17,14,30,50675,410,2131,-44,1040,1,1,1,1
2024,10,3,17,15,30,50653,407,2117,-44,1032,1,1,1,1
2024,10,3,17,16,30,50621,406,2130,-44,1028,1,1,1,1
2024,10,3,17,17,31,50735,410,2126,-44,479,1,1,1,1
2024,10,3,17,18,31,50788,402,2112,-44,11,1,1,1,1
2024,10,3,17,19,31,50777,407,2131,-45,14,1,1,1,1
2024,10,3,17,20,31,50755,406,2130,-44,10,1,1,1,1
2024,10,3,17,21,31,50747,405,2134,-44,11,1,1,1,1
2024,10,3,17,22,31,50767,405,2125,-44,14,1,1,1,1
2024,10,3,17,23,31,50725,401,2134,-45,13,1,1,1,1
2024,10,3,17,24,31,50729,406,2142,-45,14,1,1,1,1
2024,10,3,17,25,32,50645,406,2130,-45,14,1,1,1,1
2024,10,3,17,26,32,50688,409,2132,-44,14,1,1,1,1
2024,10,3,17,27,32,50672,405,2146,-44,9,1,1,1,1
2024,10,3,17,28,32,50611,405,2135,-44,13,1,1,1,1
2024,10,3,17,29,30,50604,402,2133,-44,13,1,1,1,1
2024,10,3,17,30,27,50681,407,2146,-44,10,1,1,1,1
2024,10,3,17,31,27,50685,409,2144,-47,13,1,1,1,1
2024,10,3,17,32,28,50626,410,2142,-45,14,1,1,1,1
2024,10,3,17,33,28,50587,407,2143,-44,9,1,1,1,1
2024,10,3,17,34,28,50591,404,2146,-44,10,1,1,1,1
2024,10,3,17,35,28,50590,407,2155,-44,13,1,1,1,1
2024,10,3,17,36,28,50499,403,2139,-45,9,1,1,1,1
2024,10,3,17,37,29,50523,413,2149,-44,13,1,1,1,1
2024,10,3,17,38,29,50510,405,2146,-45,14,1,1,1,1
2024,10,3,17,39,29,50535,406,2146,-44,14,1,1,1,1
2024,10,3,17,40,29,50399,407,2152,-45,410,1,1,1,1
2024,10,3,17,41,29,50229,412,2153,-44,782,1,1,1,1
2024,10,3,17,42,30,50165,413,2147,-45,1051,1,1,1,1
2024,10,3,17,43,30,50185,408,2153,-45,1016,1,1,1,1
2024,10,3,17,44,30,50117,410,2161,-44,1009,1,1,1,1
2024,10,3,17,45,30,50151,410,2152,-44,1024,1,1,1,1
2024,10,3,17,46,30,50111,411,2155,-45,745,1,1,1,1
2024,10,3,17,47,31,50318,410,2150,-44,14,1,1,1,1
2024,10,3,17,48,31,50339,409,2150,-45,10,1,1,1,1
2024,10,3,17,49,31,50262,412,2151,-44,14,1,1,1,1
2024,10,3,17,50,31,50252,409,2149,-44,15,1,1,1,1
2024,10,3,17,51,31,50238,406,2164,-44,15,1,1,1,1
2024,10,3,17,52,32,50252,407,2160,-44,10,1,1,1,1
2024,10,3,17,53,32,50231,411,2151,-45,13,1,1,1,1
2024,10,3,17,54,32,50207,413,2165,-45,11,1,1,1,1
2024,10,3,17,55,32,50147,410,2164,-44,15,1,1,1,1
2024,10,3,17,56,30,50161,410,2158,-44,11,1,1,1,1
2024,10,3,17,57,27,50122,410,2160,-42,10,1,1,1,1
2024,10,3,17,58,27,50104,411,2165,-45,11,1,1,1,1
2024,10,3,17,59,27,50121,410,2167,-48,8,1,1,1,1
2024,10,3,18,0,28,50057,412,2161,-47,11,1,1,1,1
2024,10,3,18,1,28,50062,411,2173,-45,13,1,1,1,1
2024,10,3,18,2,28,50057,411,2166,-45,9,1,1,1,1
2024,10,3,18,3,28,50068,411,2175,-45,8,1,1,1,1
2024,10,3,18,4,29,50072,408,2172,-45,11,1,1,1,1
2024,10,3,18,5,29,50024,412,2165,-44,9,1,1,1,1
2024,10,3,18,6,29,50000,411,2174,-44,11,1,1,1,1
2024,10,3,18,7,29,49999,411,2184,-45,10,1,1,1,1
2024,10,3,18,8,30,49990,410,2178,-45,11,1,1,1,1
2024,10,3,18,9,30,49987,411,2188,-44,10,1,1,1,1
2024,10,3,18,10,30,49997,412,2177,-47,14,1,1,1,1
2024,10,3,18,11,30,49917,410,2178,-44,13,1,1,1,1
2024,10,3,18,12,30,49830,412,2179,-44,489,1,1,1,1
2024,10,3,18,13,31,49745,411,2194,-45,830,1,1,1,1
2024,10,3,18,14,31,49650,411,2191,-44,1006,1,1,1,1
2024,10,3,18,15,31,49643,413,2192,-45,1008,1,1,1,1
2024,10,3,18,16,31,49587,412,2197,-45,1030,1,1,1,1
2024,10,3,18,17,32,49557,412,2196,-44,1003,1,1,1,1
2024,10,3,18,18,32,49660,411,2187,-45,643,1,1,1,1
2024,10,3,18,19,32,49828,412,2190,-44,13,1,1,1,1
2024,10,3,18,20,32,49805,411,2193,-44,13,1,1,1,1
2024,10,3,18,21,30,49746,412,2183,-45,13,1,1,1,1
2024,10,3,18,22,27,49737,412,2187,-47,9,1,1,1,1
2024,10,3,18,23,27,49731,411,2179,-45,13,1,1,1,1
2024,10,3,18,24,28,49728,412,2180,-47,13,1,1,1,1
2024,10,3,18,25,28,49692,412,2186,-45,14,1,1,1,1
2024,10,3,18,26,28,49635,412,2181,-44,10,1,1,1,1
2024,10,3,18,27,28,49622,412,2178,-44,10,1,1,1,1
2024,10,3,18,28,29,49628,412,2184,-45,10,1,1,1,1
2024,10,3,18,29,29,49592,412,2195,-45,10,1,1,1,1
2024,10,3,18,30,29,49579,413,2177,-44,11,1,1,1,1
2024,10,3,18,31,29,49562,413,2189,-44,14,1,1,1,1
2024,10,3,18,32,29,49530,412,2182,-44,6,1,1,1,1
2024,10,3,18,33,29,49523,412,2186,-47,13,1,1,1,1
2024,10,3,18,34,30,49528,411,2169,-45,10,1,1,1,1
2024,10,3,18,35,30,49523,414,2198,-43,11,1,1,1,1
2024,10,3,18,36,30,49497,413,2188,-49,12,1,1,1,1
2024,10,3,18,37,30,49511,414,2194,-45,8,1,1,1,1
2024,10,3,18,38,30,49482,412,2185,-44,9,1,1,1,1
2024,10,3,18,39,30,49494,412,2191,-45,10,1,1,1,1
2024,10,3,18,40,30,49460,412,2188,-45,13,1,1,1,1
2024,10,3,18,41,30,49425,411,2199,-44,9,1,1,1,1
2024,10,3,18,42,30,49434,412,2190,-47,14,1,1,1,1
2024,10,3,18,43,30,49435,414,2200,-46,10,1,1,1,1
2024,10,3,18,44,30,49344,417,2201,-44,8,1,1,1,1
2024,10,3,18,45,30,49351,415,2197,-45,9,1,1,1,1
2024,10,3,18,46,30,49343,413,2194,-49,10,1,1,1,1
2024,10,3,18,47,30,49341,415,2192,-44,14,1,1,1,1
2024,10,3,18,48,31,49130,413,2213,-47,819,1,1,1,1
2024,10,3,18,49,31,49132,415,2215,-47,910,1,1,1,1
2024,10,3,18,50,31,49076,413,2215,-41,1013,1,1,1,1
2024,10,3,18,51,31,49057,416,2210,-44,1009,1,1,1,1
2024,10,3,18,52,31,49070,416,2206,-45,990,1,1,1,1
2024,10,3,18,53,31,49069,418,2217,-44,1017,1,1,1,1
2024,10,3,18,54,32,49151,416,2216,-47,315,1,1,1,1
2024,10,3,18,55,32,49213,415,2206,-45,9,1,1,1,1
2024,10,3,18,56,32,49162,414,2221,-48,9,1,1,1,1
2024,10,3,18,57,32,49123,418,2229,-42,11,1,1,1,1
2024,10,3,18,58,32,49110,415,2213,-47,9,1,1,1,1
2024,10,3,18,59,32,49083,415,2212,-44,14,1,1,1,1
2024,10,3,19,0,32,49094,414,2210,-45,9,1,1,1,1
2024,10,3,19,1,30,49076,412,2232,-45,10,1,1,1,1
2024,10,3,19,2,27,49077,418,2214,-45,11,1,1,1,1
2024,10,3,19,3,27,49076,415,2213,-49,13,1,1,1,1
2024,10,3,19,4,27,49071,420,2206,-45,10,1,1,1,1
2024,10,3,19,5,27,49043,416,2217,-44,10,1,1,1,1
2024,10,3,19,6,28,49037,413,2221,-43,6,1,1,1,1
2024,10,3,19,7,28,49019,415,2221,-48,9,1,1,1,1
2024,10,3,19,8,28,48991,416,2224,-41,5,1,1,1,1
2024,10,3,19,9,28,48988,412,2235,-42,10,1,1,1,1
2024,10,3,19,10,29,48899,416,2221,-44,10,1,1,1,1
2024,10,3,19,11,29,48915,415,2226,-44,9,1,1,1,1
2024,10,3,19,12,29,48892,419,2220,-45,6,1,1,1,1
2024,10,3,19,13,29,48914,418,2218,-48,8,1,1,1,1
2024,10,3,19,14,29,48852,416,2225,-44,6,1,1,1,1
2024,10,3,19,15,29,48814,412,2230,-46,8,1,1,1,1
2024,10,3,19,16,30,48818,419,2228,-45,9,1,1,1,1
2024,10,3,19,17,30,48811,420,2218,-45,9,1,1,1,1
2024,10,3,19,18,30,48801,417,2220,-43,9,1,1,1,1
2024,10,3,19,19,30,48792,417,2237,-44,9,1,1,1,1
2024,10,3,19,20,30,48785,415,2234,-41,6,1,1,1,1
2024,10,3,19,21,30,48768,415,2241,-41,6,1,1,1,1
2024,10,3,19,22,31,48742,419,2240,-44,11,1,1,1,1
2024,10,3,19,23,31,48721,412,2235,-40,4,1,1,1,1
2024,10,3,19,24,31,48686,416,2237,-44,12,1,1,1,1
2024,10,3,19,25,31,48694,422,2239,-43,5,1,1,1,1
2024,10,3,19,26,31,48637,415,2243,-45,6,1,1,1,1
2024,10,3,19,27,31,48570,420,2239,-47,152,1,1,1,1
2024,10,3,19,28,32,48537,423,2057,-43,749,1,1,1,1
2024,10,3,19,29,32,48468,416,2272,-40,961,1,1,1,1
2024,10,3,19,30,32,48376,419,2267,-41,997,1,1,1,1
2024,10,3,19,31,32,48308,420,2253,-45,995,1,1,1,1
2024,10,3,19,32,30,48305,422,2266,-41,1022,1,1,1,1
2024,10,3,19,33,27,48321,420,2275,-44,991,1,1,1,1
2024,10,3,19,34,27,48446,416,2253,-41,286,1,1,1,1
2024,10,3,19,35,28,48498,420,2253,-39,10,1,1,1,1
2024,10,3,19,36,28,48490,419,2255,-41,12,1,1,1,1
2024,10,3,19,37,28,48422,420,2254,-39,10,1,1,1,1
2024,10,3,19,38,28,48427,418,2236,-45,5,1,1,1,1
2024,10,3,19,39,29,48405,418,2253,-40,9,1,1,1,1
2024,10,3,19,40,29,48365,421,2253,-41,12,1,1,1,1
2024,10,3,19,41,29,48347,417,2252,-39,5,1,1,1,1
2024,10,3,19,42,29,48374,422,2260,-41,10,1,1,1,1
2024,10,3,19,43,30,48318,420,2258,-41,9,1,1,1,1
2024,10,3,19,44,30,48288,419,2254,-41,6,1,1,1,1
2024,10,3,19,45,30,48247,423,2259,-44,8,1,1,1,1
2024,10,3,19,46,30,48260,422,2269,-41,10,1,1,1,1
2024,10,3,19,47,30,48228,422,2261,-39,9,1,1,1,1
2024,10,3,19,48,31,48252,422,2269,-44,6,1,1,1,1
2024,10,3,19,49,31,48219,422,2255,-43,10,1,1,1,1
2024,10,3,19,50,31,48187,423,2253,-43,9,1,1,1,1
2024,10,3,19,51,31,48169,420,2256,-40,9,1,1,1,1
2024,10,3,19,52,31,48204,422,2253,-43,10,1,1,1,1
2024,10,3,19,53,31,48141,425,2265,-43,8,1,1,1,1
2024,10,3,19,54,32,48120,423,2267,-43,9,1,1,1,1
2024,10,3,19,55,32,48122,424,2259,-43,8,1,1,1,1
2024,10,3,19,56,30,48090,421,2260,-44,6,1,1,1,1
2024,10,3,19,57,27,48064,424,2254,-43,8,1,1,1,1
2024,10,3,19,58,27,48027,425,2263,-41,12,1,1,1,1
2024,10,3,19,59,27,48004,421,2249,-41,6,1,1,1,1
2024,10,3,20,0,28,48004,421,2261,-43,11,1,1,1,1
2024,10,3,20,1,28,48006,423,2267,-41,4,1,1,1,1
2024,10,3,20,2,28,47998,421,2267,-43,4,1,1,1,1
2024,10,3,20,3,28,47961,423,2276,-41,9,1,1,1,1
2024,10,3,20,4,28,47940,427,2271,-36,8,1,1,1,1
2024,10,3,20,5,28,47924,428,2263,-42,11,1,1,1,1
2024,10,3,20,6,29,47945,422,2274,-39,9,1,1,1,1
2024,10,3,20,7,29,47877,426,2270,-44,13,1,1,1,1
2024,10,3,20,8,29,47858,426,2274,-44,9,1,1,1,1
2024,10,3,20,9,29,47856,428,2277,-41,12,1,1,1,1
2024,10,3,20,10,29,47811,423,2275,-43,12,1,1,1,1
2024,10,3,20,11,29,47775,424,2270,-40,9,1,1,1,1
2024,10,3,20,12,30,47683,428,2281,-43,668,1,1,1,1
2024,10,3,20,13,30,47568,431,2284,-43,867,1,1,1,1
2024,10,3,20,14,30,47505,426,2293,-43,1014,1,1,1,1
2024,10,3,20,15,30,47465,427,2296,-39,979,1,1,1,1
2024,10,3,20,16,30,47453,431,2286,-43,984,1,1,1,1
2024,10,3,20,17,31,47434,428,2295,-41,1009,1,1,1,1
2024,10,3,20,18,31,47471,431,2297,-41,746,1,1,1,1
2024,10,3,20,19,31,47588,430,2284,-44,10,1,1,1,1
2024,10,3,20,20,31,47594,426,2295,-44,8,1,1,1,1
2024,10,3,20,21,31,47543,431,2295,-44,12,1,1,1,1
2024,10,3,20,22,32,47537,425,2292,-43,10,1,1,1,1
2024,10,3,20,23,32,47481,428,2312,-41,8,1,1,1,1
2024,10,3,20,24,32,47468,431,2296,-43,8,1,1,1,1
2024,10,3,20,25,30,47470,430,2298,-42,10,1,1,1,1
2024,10,3,20,26,27,47438,429,2291,-41,10,1,1,1,1
2024,10,3,20,27,27,47473,429,2291,-41,4,1,1,1,1
2024,10,3,20,28,27,47423,432,2290,-40,9,1,1,1,1
2024,10,3,20,29,27,47411,428,2303,-44,5,1,1,1,1
2024,10,3,20,30,28,47395,429,2292,-43,9,1,1,1,1
2024,10,3,20,31,28,47397,428,2295,-43,6,1,1,1,1
2024,10,3,20,32,28,47346,428,2306,-44,5,1,1,1,1
2024,10,3,20,33,28,47298,425,2305,-42,11,1,1,1,1
2024,10,3,20,34,28,47302,428,2311,-43,6,1,1,1,1
2024,10,3,20,35,29,47263,427,2313,-44,10,1,1,1,1
2024,10,3,20,36,29,47225,427,2304,-45,10,1,1,1,1
2024,10,3,20,37,29,47210,433,2298,-43,8,1,1,1,1
2024,10,3,20,38,29,47204,431,2303,-41,10,1,1,1,1
2024,10,3,20,39,30,47204,431,2304,-43,9,1,1,1,1
2024,10,3,20,40,30,47187,431,2302,-40,6,1,1,1,1
2024,10,3,20,41,30,47135,435,2302,-44,11,1,1,1,1
2024,10,3,20,42,30,47124,431,2310,-45,9,1,1,1,1
2024,10,3,20,43,30,47091,435,2311,-39,6,1,1,1,1
2024,10,3,20,44,30,47061,432,2318,-41,9,1,1,1,1
2024,10,3,20,45,31,47051,431,2316,-43,10,1,1,1,1
2024,10,3,20,46,31,47030,430,2141,-43,6,1,1,1,1
2024,10,3,20,47,31,47028,432,2324,-43,8,1,1,1,1
2024,10,3,20,48,31,46984,433,2319,-40,11,1,1,1,1
2024,10,3,20,49,31,46991,432,2328,-43,13,1,1,1,1
2024,10,3,20,50,32,46928,435,2315,-44,8,1,1,1,1
2024,10,3,20,51,32,46914,432,2314,-41,10,1,1,1,1
2024,10,3,20,52,32,46939,434,2323,-43,9,1,1,1,1
2024,10,3,20,53,32,46893,431,2321,-41,8,1,1,1,1
2024,10,3,20,54,30,46868,434,2328,-44,8,1,1,1,1
2024,10,3,20,55,27,46805,440,2325,-41,10,1,1,1,1
2024,10,3,20,56,30,46776,437,2323,-43,10,1,1,1,1
2024,10,3,20,57,30,46766,434,2315,-44,9,1,1,1,1
2024,10,3,20,58,30,46752,434,2320,-41,8,1,1,1,1
2024,10,3,20,59,31,46590,436,2333,-44,1010,1,1,1,1
2024,10,3,21,0,31,46456,440,2333,-41,928,1,1,1,1
2024,10,3,21,1,31,46465,440,2346,-43,1022,1,1,1,1
2024,10,3,21,2,31,46413,439,2340,-41,1016,1,1,1,1
2024,10,3,21,3,31,46320,440,2338,-43,1048,1,1,1,1
2024,10,3,21,4,32,46303,441,2343,-43,1047,1,1,1,1
2024,10,3,21,5,32,46247,437,2348,-41,653,1,1,1,1
2024,10,3,21,6,32,46480,437,2354,-43,8,1,1,1,1
2024,10,3,21,7,32,46480,441,2341,-43,4,1,1,1,1
2024,10,3,21,8,32,46459,441,2355,-41,10,1,1,1,1
2024,10,3,21,9,32,46421,440,2346,-41,6,1,1,1,1
2024,10,3,21,10,30,46367,440,2345,-44,11,1,1,1,1
2024,10,3,21,11,27,46314,441,2350,-44,4,1,1,1,1
2024,10,3,21,12,27,46300,442,2346,-41,9,1,1,1,1
2024,10,3,21,13,28,46223,439,2350,-43,8,1,1,1,1
2024,10,3,21,14,28,46208,437,2350,-43,10,1,1,1,1
2024,10,3,21,15,28,46141,441,2354,-40,11,1,1,1,1
2024,10,3,21,16,28,46167,440,2358,-40,9,1,1,1,1
2024,10,3,21,17,28,46123,441,2359,-44,4,1,1,1,1
2024,10,3,21,18,28,46077,441,2367,-43,14,1,1,1,1
2024,10,3,21,19,29,46041,440,2353,-41,9,1,1,1,1
2024,10,3,21,20,29,45983,441,2365,-43,7,1,1,1,1
2024,10,3,21,21,29,45930,441,2363,-44,10,1,1,1,1
2024,10,3,21,22,29,45908,441,2380,-45,6,1,1,1,1
2024,10,3,21,23,30,45905,441,2370,-43,6,1,1,1,1
2024,10,3,21,24,30,45844,441,2384,-44,4,1,1,1,1
2024,10,3,21,25,30,45829,443,2371,-42,6,1,1,1,1
2024,10,3,21,26,30,45786,441,2386,-40,3,1,1,1,1
2024,10,3,21,27,30,45709,441,2387,-40,6,1,1,1,1
2024,10,3,21,28,31,45688,441,2394,-40,6,1,1,1,1
2024,10,3,21,29,31,45664,441,2393,-44,8,1,1,1,1
2024,10,3,21,30,31,45572,441,2388,-41,6,1,1,1,1
2024,10,3,21,31,31,45526,441,2406,-41,5,1,1,1,1
2024,10,3,21,32,31,45412,445,2398,-44,5,1,1,1,1
2024,10,3,21,33,31,45413,442,2401,-44,6,1,1,1,1
2024,10,3,21,34,32,45330,444,2412,-40,8,1,1,1,1
2024,10,3,21,35,32,45203,444,2414,-41,6,1,1,1,1
2024,10,3,21,36,32,45112,443,2435,-44,6,1,1,1,1
2024,10,3,21,37,32,44972,444,2422,-44,6,1,1,1,1
2024,10,3,21,38,30,44844,455,2431,-41,6,1,1,1,1
2024,10,3,21,39,29,44681,450,2445,-44,4,1,1,1,1
2024,10,3,21,40,30,45733,21,219,-41,-26,0,0,0,0
2024,10,3,21,41,27,46226,-32,-41,-44,-28,0,0,0,0
2024,10,3,21,42,27,46360,-30,-43,-44,-29,0,0,0,0
2024,10,3,21,43,27,46447,-33,-39,-44,-29,0,0,0,0
2024,10,3,21,44,28,46506,-32,-39,-43,-29,0,0,0,0
2024,10,3,21,45,28,46547,-36,-37,-39,-32,0,0,0,0
