Year,Month,Day,Hour,Minute,Second,VBus,I1,I2,I3,I4,CH1,CH2,CH3,CH4
2024,10,10,7,13,31,47005,-29,-29,-29,-25,0,0,0,0
2024,10,10,7,14,31,46990,-29,-29,-32,-26,0,0,0,0
2024,10,10,7,15,32,46990,-29,-30,-29,-26,0,0,0,0
2024,10,10,7,16,32,46966,-29,-30,-29,-29,0,0,0,0
2024,10,10,7,17,32,46973,-29,-29,-29,-26,0,0,0,0
2024,10,10,7,18,32,46960,-29,-32,-29,-29,0,0,0,0
2024,10,10,7,19,30,46991,-29,-34,-29,-29,0,0,0,0
2024,10,10,7,20,27,46954,-29,-32,-30,-29,0,0,0,0
2024,10,10,7,21,27,46985,-32,-29,-30,-28,0,0,0,0
2024,10,10,7,22,27,46977,-29,-29,-30,-29,0,0,0,0
2024,10,10,7,23,27,46958,-30,-33,-29,-28,0,0,0,0
2024,10,10,7,24,27,46991,-29,-30,-30,-22,0,0,0,0
2024,10,10,7,25,27,46969,-29,-29,-28,-28,0,0,0,0
2024,10,10,7,26,27,46984,-29,-29,-28,-28,0,0,0,0
2024,10,10,7,27,28,46987,-28,-29,-29,-29,0,0,0,0
2024,10,10,7,28,28,46966,-30,-30,-29,-28,0,0,0,0
2024,10,10,7,29,28,46965,-30,-29,-30,-26,0,0,0,0
2024,10,10,7,30,28,46970,-30,-30,-29,-29,0,0,0,0
2024,10,10,7,31,28,46970,-29,-29,-30,-29,0,0,0,0
2024,10,10,7,32,28,46970,-29,-34,-29,-25,0,0,0,0
2024,10,10,7,33,29,46985,-29,-32,-29,-29,0,0,0,0
2024,10,10,7,34,29,46990,-29,-32,-29,-30,0,0,0,0
2024,10,10,7,35,29,46990,-30,-30,-29,-26,0,0,0,0
2024,10,10,7,36,29,47002,-29,-29,-29,-30,0,0,0,0
2024,10,10,7,37,29,46988,-29,-30,-29,-28,0,0,0,0
2024,10,10,7,38,29,47005,-30,-30,-29,-28,0,0,0,0
2024,10,10,7,39,29,47007,-32,-29,-30,-28,0,0,0,0
2024,10,10,7,40,29,47027,-29,-32,-30,-28,0,0,0,0
2024,10,10,7,41,29,47009,-28,-29,-29,-29,0,0,0,0
2024,10,10,7,42,30,47040,-30,-29,-29,-29,0,0,0,0
2024,10,10,7,43,30,47057,-29,-30,-29,-29,0,0,0,0
2024,10,10,7,44,30,47020,-29,-29,-29,-28,0,0,0,0
2024,10,10,7,45,30,47035,-29,-28,-29,-29,0,0,0,0
2024,10,10,7,46,31,47033,-29,-29,-29,-28,0,0,0,0
2024,10,10,7,47,31,47058,-29,-30,-29,-25,0,0,0,0
2024,10,10,7,48,30,47088,-30,-30,-30,-24,0,0,0,0
2024,10,10,7,49,31,47115,-29,-30,-29,-29,0,0,0,0
2024,10,10,7,50,31,47059,-29,-29,-28,-29,0,0,0,0
2024,10,10,7,51,31,47087,-30,-30,-28,-28,0,0,0,0
2024,10,10,7,52,31,47068,-29,-32,-29,-26,0,0,0,0
2024,10,10,7,53,32,47076,-29,-29,-29,-28,0,0,0,0
2024,10,10,7,54,32,47102,-29,-26,-30,-28,0,0,0,0
2024,10,10,7,55,32,47125,-29,-29,-29,-29,0,0,0,0
2024,10,10,7,56,32,47217,-32,-30,-29,-28,0,0,0,0
2024,10,10,7,57,30,47221,-29,-29,-30,-29,0,0,0,0
2024,10,10,7,58,27,47290,-29,-29,-30,-28,0,0,0,0
2024,10,10,7,59,27,47323,-29,-30,-29,-30,0,0,0,0
2024,10,10,8,0,28,47315,-29,-30,-29,-28,0,0,0,0
2024,10,10,8,1,28,47458,-29,-32,-29,-28,0,0,0,0
2024,10,10,8,2,28,47492,-26,-29,-29,-28,0,0,0,0
2024,10,10,8,3,28,47518,-28,-30,-29,-28,0,0,0,0
2024,10,10,8,4,28,47609,-29,-30,-30,-28,0,0,0,0
2024,10,10,8,5,28,47678,-28,-29,-29,-29,0,0,0,0
2024,10,10,8,6,29,47733,-29,-30,-29,-29,0,0,0,0
2024,10,10,8,7,29,47729,-29,-32,-30,-29,0,0,0,0
2024,10,10,8,8,29,47774,-29,-32,-30,-29,0,0,0,0
2024,10,10,8,9,29,46919,1614,-34,-30,-29,1,0,0,0
2024,10,10,8,10,29,46213,2220,-40,-43,-29,1,0,0,0
2024,10,10,8,11,29,46045,2221,-41,-43,-29,1,0,0,0
2024,10,10,8,12,29,45925,2220,-43,-44,-32,1,0,0,0
2024,10,10,8,13,30,45828,2218,-43,-43,-30,1,0,0,0
2024,10,10,8,14,30,45807,2216,-43,-44,-40,1,0,0,0
2024,10,10,8,15,30,45696,2220,-41,-43,-44,1,0,0,0
2024,10,10,8,16,30,45554,2223,-40,-44,-40,1,0,0,0
2024,10,10,8,17,31,45483,2223,-40,-44,-41,1,0,0,0
2024,10,10,8,18,31,45341,2226,-39,-41,-41,1,0,0,0
2024,10,10,8,19,31,45308,2231,-41,-44,-40,1,0,0,0
2024,10,10,8,20,31,45205,2231,-39,-43,-43,1,0,0,0
2024,10,10,8,21,32,45155,2278,-39,-42,-40,1,0,0,0
2024,10,10,8,22,32,45111,2094,-36,-44,-40,1,0,0,0
2024,10,10,8,23,32,46549,-39,-43,-41,-32,0,0,0,0
2024,10,10,8,24,30,46729,-36,-41,-41,-32,0,0,0,0
2024,10,10,8,25,27,46802,-37,-41,-41,-33,0,0,0,0
2024,10,10,8,26,27,46924,-34,-43,-41,-32,0,0,0,0
2024,10,10,8,27,27,47167,-36,-40,-43,-30,0,0,0,0
2024,10,10,8,28,27,47192,-36,-43,-43,-33,0,0,0,0
2024,10,10,8,29,28,47313,-36,-43,-43,-33,0,0,0,0
2024,10,10,8,30,28,47304,-33,-43,-43,-32,0,0,0,0
2024,10,10,8,31,28,47324,-33,-43,-40,-34,0,0,0,0
2024,10,10,8,32,28,47333,-33,-43,-43,-34,0,0,0,0
2024,10,10,8,33,29,47416,-39,-41,-44,-34,0,0,0,0
2024,10,10,8,34,29,47450,-36,-41,-41,-33,0,0,0,0
2024,10,10,8,35,29,47630,-34,-40,-43,-36,0,0,0,0
2024,10,10,8,36,29,47707,-39,-40,-40,-34,0,0,0,0
2024,10,10,8,37,30,47797,-37,-43,-44,-34,0,0,0,0
2024,10,10,8,38,30,47147,1190,-40,-41,-39,1,0,0,0
2024,10,10,8,39,30,46093,2220,-40,-44,-40,1,0,0,0
2024,10,10,8,40,30,45804,2223,-38,-44,-36,1,0,0,0
2024,10,10,8,41,30,45574,2230,-39,-44,-41,1,0,0,0
2024,10,10,8,42,30,45531,2221,-39,-44,-39,1,0,0,0
2024,10,10,8,43,31,45422,2227,-37,-44,-44,1,0,0,0
2024,10,10,8,44,31,45317,2226,-34,-43,-41,1,0,0,0
2024,10,10,8,45,31,45308,2230,-38,-43,-37,1,0,0,0
2024,10,10,8,46,31,45190,2232,-37,-43,-34,1,0,0,0
2024,10,10,8,47,32,45308,1823,-39,-43,-36,1,0,0,0
2024,10,10,8,48,32,46807,-33,-33,-44,-32,0,0,0,0
2024,10,10,8,49,32,47008,-36,-37,-43,-34,0,0,0,0
2024,10,10,8,50,32,47168,-33,-40,-36,-32,0,0,0,0
2024,10,10,8,51,32,47310,-36,-38,-44,-33,0,0,0,0
2024,10,10,8,52,30,47394,-34,-35,-41,-32,0,0,0,0
2024,10,10,8,53,27,47414,-32,-37,-43,-33,0,0,0,0
2024,10,10,8,54,27,47367,-36,-36,-41,-36,0,0,0,0
2024,10,10,8,55,28,47361,-33,-39,-39,-33,0,0,0,0
2024,10,10,8,56,28,47427,-34,-39,-39,-32,0,0,0,0
2024,10,10,8,57,28,47622,-34,-37,-41,-36,0,0,0,0
2024,10,10,8,58,28,47565,632,-36,-40,-30,0,0,0,0
2024,10,10,8,59,28,46163,2204,-32,-41,-40,1,0,0,0
2024,10,10,9,0,28,45702,2224,-37,-41,-36,1,0,0,0
2024,10,10,9,1,28,45643,2214,-39,-40,-34,1,0,0,0
2024,10,10,9,2,29,45976,2187,-40,-43,-37,1,0,0,0
2024,10,10,9,3,29,46180,2179,-34,-41,-34,1,0,0,0
2024,10,10,9,4,29,46238,2176,-41,-41,-37,1,0,0,0
2024,10,10,9,5,29,46313,2168,-33,-43,-34,1,0,0,0
2024,10,10,9,6,30,46301,2166,-37,-44,-34,1,0,0,0
2024,10,10,9,7,30,46362,2162,-37,-43,-33,1,0,0,0
2024,10,10,9,8,30,46333,2160,-36,-44,-39,1,0,0,0
2024,10,10,9,9,30,46265,2163,-40,-44,-40,1,0,0,0
2024,10,10,9,10,31,45968,2173,-39,-44,-37,1,0,0,0
2024,10,10,9,11,31,45633,2194,-35,-43,-34,1,0,0,0
2024,10,10,9,12,31,45245,2211,-39,-44,-34,1,0,0,0
2024,10,10,9,13,31,45375,2204,-34,-44,-37,1,0,0,0
2024,10,10,9,14,31,45809,2184,-36,-44,-36,1,0,0,0
2024,10,10,9,15,31,46174,2167,-37,-45,-32,1,0,0,0
2024,10,10,9,16,31,46286,2160,-36,-44,-36,1,0,0,0
2024,10,10,9,17,31,46100,2169,-34,-44,-36,1,0,0,0
2024,10,10,9,18,31,46151,2159,-33,-45,-32,1,0,0,0
2024,10,10,9,19,32,46391,2147,-36,-44,-29,1,0,0,0
2024,10,10,9,20,32,46329,2150,-33,-44,-33,1,0,0,0
2024,10,10,9,21,32,46379,2145,-34,-44,-30,1,0,0,0
2024,10,10,9,22,30,46408,2144,-40,-44,-30,1,0,0,0
2024,10,10,9,23,27,46473,2139,-36,-44,-34,1,0,0,0
2024,10,10,9,24,27,46420,2146,-36,-46,-32,1,0,0,0
2024,10,10,9,25,27,46459,2142,-36,-44,-33,1,0,0,0
2024,10,10,9,26,28,46264,2150,-36,-44,-30,1,0,0,0
2024,10,10,9,27,28,46166,2158,-35,-43,-34,1,0,0,0
2024,10,10,9,28,28,46239,2152,-39,-44,-33,1,0,0,0
2024,10,10,9,29,28,46850,2119,-33,-44,-33,1,0,0,0
2024,10,10,9,30,29,47149,2114,-38,-43,-32,1,0,0,0
2024,10,10,9,31,29,47419,2106,-33,-44,-32,1,0,0,0
2024,10,10,9,32,29,47167,2116,-33,-44,-34,1,0,0,0
2024,10,10,9,33,29,46832,2126,-33,-44,-30,1,0,0,0
2024,10,10,9,34,29,47681,2091,-33,-44,474,1,0,1,1
2024,10,10,9,35,30,47948,2081,-37,-45,586,1,0,1,1
2024,10,10,9,36,30,48157,2077,-32,-45,563,1,0,1,1
2024,10,10,9,37,30,48230,2066,-34,-44,578,1,0,1,1
2024,10,10,9,38,30,47744,2092,-33,-43,628,1,0,1,1
2024,10,10,9,39,30,47534,2101,-38,-45,628,1,0,1,1
2024,10,10,9,40,31,47507,2102,-37,-45,914,1,0,1,1
2024,10,10,9,41,31,47264,2110,-40,-44,1049,1,0,1,1
2024,10,10,9,42,31,46543,2134,-41,-44,1089,1,0,1,1
2024,10,10,9,43,31,46346,2145,-36,-44,1103,1,0,1,1
2024,10,10,9,44,31,47125,2113,-34,-44,1089,1,0,1,1
2024,10,10,9,45,31,47510,2097,-35,-44,1069,1,0,1,1
2024,10,10,9,46,32,47913,2082,-36,-44,1045,1,0,1,1
2024,10,10,9,47,32,48080,2071,-37,-44,1018,1,0,1,1
2024,10,10,9,48,32,47318,2100,-36,-44,1054,1,0,1,1
2024,10,10,9,49,32,47597,2093,-39,-44,1032,1,0,1,1
2024,10,10,9,50,30,47232,2109,-34,-46,1052,1,0,1,1
2024,10,10,9,51,27,46383,2141,-34,-44,1058,1,0,1,1
2024,10,10,9,52,27,46095,2156,-34,-44,1072,1,0,1,1
2024,10,10,9,53,27,45825,2169,-37,-46,1079,1,0,1,1
2024,10,10,9,54,27,45764,2174,-33,-43,1085,1,0,1,1
2024,10,10,9,55,27,46139,2155,-38,-44,1068,1,0,1,1
2024,10,10,9,56,27,46183,2149,-32,-44,226,1,0,1,1
2024,10,10,9,57,28,46572,2133,-32,-44,6,1,0,1,1
2024,10,10,9,58,28,47261,2102,-33,-44,5,1,0,1,1
2024,10,10,9,59,28,46520,2138,-34,-45,10,1,0,1,1
2024,10,10,10,0,28,47185,170,1172,-44,13,0,1,1,1
2024,10,10,10,1,28,47032,-24,1805,-44,12,0,1,1,1
2024,10,10,10,2,29,46357,-26,1819,-43,9,0,1,1,1
2024,10,10,10,3,29,45835,-25,1831,-43,10,0,1,1,1
2024,10,10,10,4,29,46220,-28,1810,-44,10,0,1,1,1
2024,10,10,10,5,29,48407,-24,1725,-37,16,0,1,1,1
2024,10,10,10,6,29,49235,-26,1702,-44,13,0,1,1,1
2024,10,10,10,7,30,49187,-19,1700,-43,10,0,1,1,1
2024,10,10,10,8,30,48872,-26,1716,-44,6,0,1,1,1
2024,10,10,10,9,30,49204,-24,1700,-43,14,0,1,1,1
2024,10,10,10,10,30,49118,-25,1705,-44,12,0,1,1,1
2024,10,10,10,11,30,48220,-24,1726,-41,11,0,1,1,1
2024,10,10,10,12,30,48826,-23,1704,-41,13,0,1,1,1
2024,10,10,10,13,30,49245,-25,1689,-43,10,0,1,1,1
2024,10,10,10,14,31,49066,-21,1693,-43,322,0,1,1,1
2024,10,10,10,15,31,48881,-24,1707,-43,772,0,1,1,1
2024,10,10,10,16,31,48831,-24,1706,-44,1032,0,1,1,1
2024,10,10,10,17,31,48831,-26,1707,-43,1026,0,1,1,1
2024,10,10,10,18,32,48844,-26,1688,-43,1033,0,1,1,1
2024,10,10,10,19,31,48598,-25,1705,-41,1018,0,1,1,1
2024,10,10,10,20,32,48406,-22,1725,-43,1030,0,1,1,1
2024,10,10,10,21,32,48802,-24,1697,-44,1056,0,1,1,1
2024,10,10,10,22,30,49428,-20,1682,-44,13,0,1,1,1
2024,10,10,10,23,27,49378,-22,1679,-44,13,0,1,1,1
2024,10,10,10,24,27,49536,-24,1684,-43,14,0,1,1,1
2024,10,10,10,25,27,49361,-25,1678,-44,8,0,1,1,1
2024,10,10,10,26,28,49099,-24,1688,-44,13,0,1,1,1
2024,10,10,10,27,28,49279,-19,1682,-40,14,0,1,1,1
2024,10,10,10,28,28,49488,-22,1669,-43,13,0,1,1,1
2024,10,10,10,29,28,49651,-22,1666,-41,18,0,1,1,1
2024,10,10,10,30,28,49518,-24,1670,-44,9,0,1,1,1
2024,10,10,10,31,29,49024,-22,1686,-43,14,0,1,1,1
2024,10,10,10,32,29,49163,-17,1683,-44,13,0,1,1,1
2024,10,10,10,33,29,49632,-19,1673,-44,13,0,1,1,1
2024,10,10,10,34,29,50030,-17,1658,-44,13,0,1,1,1
2024,10,10,10,35,29,50145,-21,1636,-44,17,0,1,1,1
2024,10,10,10,36,30,49862,-19,1662,-43,17,0,1,1,1
2024,10,10,10,37,30,49957,-21,1654,-43,12,0,1,1,1
2024,10,10,10,38,30,49588,-21,1666,-43,479,0,1,1,1
2024,10,10,10,39,30,49394,-19,1673,-41,817,0,1,1,1
2024,10,10,10,40,30,48919,-17,1698,-44,1044,0,1,1,1
2024,10,10,10,41,30,49016,-22,1685,-43,1005,0,1,1,1
2024,10,10,10,42,31,49422,-22,1665,-41,989,0,1,1,1
2024,10,10,10,43,31,48365,-22,1705,-43,1005,0,1,1,1
2024,10,10,10,44,31,47968,-21,1724,-43,1043,0,1,1,1
2024,10,10,10,45,31,49144,-21,1696,-42,734,0,1,1,1
2024,10,10,10,46,31,50171,-17,1640,-43,16,0,1,1,1
2024,10,10,10,47,32,50385,-18,1642,-41,16,0,1,1,1
2024,10,10,10,48,32,50247,-22,1646,-41,15,0,1,1,1
2024,10,10,10,49,32,49955,-19,1654,-44,17,0,1,1,1
2024,10,10,10,50,30,49435,-16,1670,-41,8,0,1,1,1
2024,10,10,10,51,27,49878,-17,1655,-44,14,0,1,1,1
2024,10,10,10,52,27,49670,-15,1666,-42,8,0,1,1,1
2024,10,10,10,53,27,49629,-22,1655,-44,14,0,1,1,1
2024,10,10,10,54,27,49970,-21,1643,-44,10,0,1,1,1
2024,10,10,10,55,28,49884,-17,1670,-44,14,0,1,1,1
2024,10,10,10,56,28,49402,-21,1672,-44,13,0,1,1,1
2024,10,10,10,57,28,49355,-18,1670,-44,17,0,1,1,1
2024,10,10,10,58,28,49850,-18,1650,-41,15,0,1,1,1
2024,10,10,10,59,28,50193,-17,1643,-41,10,0,1,1,1
2024,10,10,11,0,28,49763,-17,1657,-43,15,0,1,1,1
2024,10,10,11,1,28,49600,-18,1659,-44,14,0,1,1,1
2024,10,10,11,2,28,49697,-19,1666,-44,17,0,1,1,1
2024,10,10,11,3,28,50600,-18,1630,-44,14,0,1,1,1
2024,10,10,11,4,29,50768,-18,1616,-44,729,0,1,1,1
2024,10,10,11,5,29,50715,-17,1642,-43,876,0,1,1,1
2024,10,10,11,6,29,49984,-19,1658,-44,996,0,1,1,1
2024,10,10,11,7,29,49990,-18,1651,-44,985,0,1,1,1
2024,10,10,11,8,29,49778,-22,1655,-43,971,0,1,1,1
2024,10,10,11,9,29,49740,-15,1662,-44,993,0,1,1,1
2024,10,10,11,10,29,50197,-15,1642,-41,990,0,1,1,1
2024,10,10,11,11,30,49861,-17,1663,-41,381,0,1,1,1
2024,10,10,11,12,30,50835,-19,1633,-44,12,0,1,1,1
2024,10,10,11,13,30,51142,-21,1610,-44,17,0,1,1,1
2024,10,10,11,14,30,50892,-15,1627,-44,13,0,1,1,1
2024,10,10,11,15,30,50902,-21,1624,-44,17,0,1,1,1
2024,10,10,11,16,30,51305,-15,1604,-41,8,0,1,1,1
2024,10,10,11,17,30,51327,-19,1603,-44,19,0,1,1,1
2024,10,10,11,18,31,50721,-17,1625,-43,17,0,1,1,1
2024,10,10,11,19,31,49476,-21,1665,-44,8,0,1,1,1
2024,10,10,11,20,31,49301,-22,1666,-44,17,0,1,1,1
2024,10,10,11,21,31,50240,-16,1635,-43,18,0,1,1,1
2024,10,10,11,22,31,50456,-16,1630,-44,12,0,1,1,1
2024,10,10,11,23,31,50101,-14,1640,-44,10,0,1,1,1
2024,10,10,11,24,31,51318,-18,1610,-41,14,0,1,1,1
2024,10,10,11,25,31,51602,-18,1607,-41,14,0,1,1,1
2024,10,10,11,26,31,51531,-17,1604,-44,14,0,1,1,1
2024,10,10,11,27,31,51625,-15,1584,-43,10,0,1,1,1
2024,10,10,11,28,32,51591,-14,1590,-42,17,0,1,1,1
2024,10,10,11,29,32,51257,-17,1611,-41,785,0,1,1,1
2024,10,10,11,30,32,51436,-15,1586,-41,917,0,1,1,1
2024,10,10,11,31,32,51454,-17,1596,-41,993,0,1,1,1
2024,10,10,11,32,30,51208,-19,1604,-41,987,0,1,1,1
2024,10,10,11,33,27,51226,-14,1602,-44,965,0,1,1,1
2024,10,10,11,34,27,51345,-15,1608,-43,993,0,1,1,1
2024,10,10,11,35,27,51427,-17,1605,-40,1021,0,1,1,1
2024,10,10,11,36,27,51631,-14,1589,-43,292,0,1,1,1
2024,10,10,11,37,28,51707,-15,1580,-44,16,0,1,1,1
2024,10,10,11,38,28,51321,-15,1614,-40,16,0,1,1,1
2024,10,10,11,39,28,51647,-15,1589,-43,12,0,1,1,1
2024,10,10,11,40,28,51776,-18,1592,-44,13,0,1,1,1
2024,10,10,11,41,28,51516,-15,1600,-40,18,0,1,1,1
2024,10,10,11,42,28,51724,-15,1587,-43,15,0,1,1,1
2024,10,10,11,43,28,51641,-19,1597,-41,13,0,1,1,1
2024,10,10,11,44,29,51244,-15,1600,-40,13,0,1,1,1
2024,10,10,11,45,29,50737,-17,1627,-44,18,0,1,1,1
2024,10,10,11,46,29,51119,-14,1614,-43,15,0,1,1,1
2024,10,10,11,47,29,52173,-15,1584,-41,16,0,1,1,1
2024,10,10,11,48,29,52264,-18,1576,-42,14,0,1,1,1
2024,10,10,11,49,29,52378,-18,1576,-44,17,0,1,1,1
2024,10,10,11,50,30,52387,-17,1572,-43,21,0,1,1,1
2024,10,10,11,51,30,52438,-15,1570,-43,16,0,1,1,1
2024,10,10,11,52,30,52399,-17,1583,-44,455,0,1,1,1
2024,10,10,11,53,30,52257,-15,1576,-41,755,0,1,1,1
2024,10,10,11,54,30,50888,-14,1625,-44,1017,0,1,1,1
2024,10,10,11,55,30,50621,-14,1630,-44,1032,0,1,1,1
2024,10,10,11,56,30,50522,-14,1640,-43,1005,0,1,1,1
2024,10,10,11,57,31,51519,-17,1602,-41,965,0,1,1,1
2024,10,10,11,58,31,52047,-18,1594,-41,975,0,1,1,1
2024,10,10,11,59,31,52387,-18,1563,-43,707,0,1,1,1
2024,10,10,12,0,31,52749,-15,1568,-43,18,0,1,1,1
2024,10,10,12,1,31,52800,-15,1573,-41,21,0,1,1,1
2024,10,10,12,2,31,52776,-15,1561,-43,20,0,1,1,1
2024,10,10,12,3,32,52712,-15,1567,-43,14,0,1,1,1
2024,10,10,12,4,32,53101,-17,1551,-44,13,0,1,1,1
2024,10,10,12,5,32,51848,-16,1584,-44,19,0,1,1,1
2024,10,10,12,6,32,51656,-17,1585,-43,22,0,1,1,1
2024,10,10,12,7,30,51994,-20,1589,-42,20,0,1,1,1
2024,10,10,12,8,27,51674,-18,1600,-41,18,0,1,1,1
2024,10,10,12,9,27,52397,-15,1576,-43,17,0,1,1,1
2024,10,10,12,10,27,53109,-16,1542,-43,16,0,1,1,1
2024,10,10,12,11,27,53138,-17,1542,-41,14,0,1,1,1
2024,10,10,12,12,27,52492,-21,1572,-43,18,0,1,1,1
2024,10,10,12,13,28,52635,-18,1566,-44,12,0,1,1,1
2024,10,10,12,14,28,52719,-17,1562,-41,15,0,1,1,1
2024,10,10,12,15,28,52786,-14,1571,-41,603,0,1,1,1
2024,10,10,12,16,28,52611,-14,1566,-42,781,0,1,1,1
2024,10,10,12,17,29,52693,-17,1575,-44,1000,0,1,1,1
2024,10,10,12,18,29,52520,-14,1568,-43,984,0,1,1,1
2024,10,10,12,19,29,52652,-17,1568,-43,992,0,1,1,1
2024,10,10,12,20,29,52721,-18,1562,-42,972,0,1,1,1
2024,10,10,12,21,29,52483,-15,1570,-44,973,0,1,1,1
2024,10,10,12,22,30,52738,-17,1562,-43,372,0,1,1,1
2024,10,10,12,23,30,53237,-14,1555,-43,15,0,1,1,1
2024,10,10,12,24,30,52930,-15,1567,-41,17,0,1,1,1
2024,10,10,12,25,30,52910,-17,1562,-43,14,0,1,1,1
2024,10,10,12,26,30,52923,-18,1548,-43,11,0,1,1,1
2024,10,10,12,27,30,53107,-17,1544,-41,14,0,1,1,1
2024,10,10,12,28,30,53137,-14,1544,-41,21,0,1,1,1
2024,10,10,12,29,30,52956,-15,1555,-43,18,0,1,1,1
2024,10,10,12,30,31,53028,-15,1554,-41,18,0,1,1,1
2024,10,10,12,31,31,53205,-14,1551,-42,21,0,1,1,1
2024,10,10,12,32,31,52935,-15,1556,-40,21,0,1,1,1
2024,10,10,12,33,31,52779,-14,1551,-43,16,0,1,1,1
2024,10,10,12,34,31,53763,-16,1529,-44,14,0,1,1,1
2024,10,10,12,35,31,53695,-14,1545,-44,18,0,1,1,1
2024,10,10,12,36,32,53540,-17,1541,-44,14,0,1,1,1
2024,10,10,12,37,32,52822,-14,1570,-44,435,0,1,1,1
2024,10,10,12,38,32,52514,-14,1577,-43,812,0,1,1,1
2024,10,10,12,39,30,51898,-14,1581,-42,1045,0,1,1,1
2024,10,10,12,40,27,51378,-14,1609,-41,1011,0,1,1,1
2024,10,10,12,41,27,51589,-15,1598,-43,986,0,1,1,1
2024,10,10,12,42,27,53243,-18,1552,-43,950,0,1,1,1
2024,10,10,12,43,28,53387,-18,1552,-44,950,0,1,1,1
2024,10,10,12,44,28,53212,-14,1551,-43,451,0,1,1,1
2024,10,10,12,45,28,53005,-14,1571,-43,19,0,1,1,1
2024,10,10,12,46,28,53268,-14,1544,-40,18,0,1,1,1
2024,10,10,12,47,29,53738,-15,1531,-41,14,0,1,1,1
2024,10,10,12,48,29,53932,-14,1531,-43,21,0,1,1,1
2024,10,10,12,49,29,54076,-15,1519,-43,18,0,1,1,1
2024,10,10,12,50,29,53980,-16,1522,-40,16,0,1,1,1
2024,10,10,12,51,29,54021,-14,1520,-41,13,0,1,1,1
2024,10,10,12,52,29,54355,-14,1513,-44,16,0,1,1,1
2024,10,10,12,53,29,54163,-14,1532,-43,13,0,1,1,1
2024,10,10,12,54,29,54277,-17,1523,-43,22,0,1,1,1
2024,10,10,12,55,30,54079,-14,1528,-41,18,0,1,1,1
2024,10,10,12,56,30,53822,-14,1531,-41,16,0,1,1,1
2024,10,10,12,57,30,54624,-14,1506,-41,10,0,1,1,1
2024,10,10,12,58,30,54199,-16,1524,-41,24,0,1,1,1
2024,10,10,12,59,30,53048,-14,1558,-44,18,0,1,1,1
2024,10,10,13,0,30,51937,-14,1586,-43,824,0,1,1,1
2024,10,10,13,1,30,52442,-15,1561,-40,926,0,1,1,1
2024,10,10,13,2,30,53285,-14,1549,-44,961,0,1,1,1
2024,10,10,13,3,30,53631,-18,1528,-43,962,0,1,1,1
2024,10,10,13,4,30,52858,-14,1557,-43,1000,0,1,1,1
2024,10,10,13,5,31,52538,-18,1564,-43,958,0,1,1,1
2024,10,10,13,6,31,52828,-17,1550,-40,973,0,1,1,1
2024,10,10,13,7,31,53463,-15,1540,-39,16,0,1,1,1
2024,10,10,13,8,31,54954,-18,1493,-40,9,0,1,1,1
2024,10,10,13,9,31,54820,-18,1496,-43,16,0,1,1,1
2024,10,10,13,10,32,53952,-14,1520,-44,17,0,1,1,1
2024,10,10,13,11,32,54640,-14,1503,-40,13,0,1,1,1
2024,10,10,13,12,32,55261,-14,1482,-44,17,0,1,1,1
2024,10,10,13,13,30,55736,-14,1483,-44,18,0,1,1,1
2024,10,10,13,14,27,55696,-15,1482,-44,14,0,1,1,1
2024,10,10,13,15,27,55753,-14,1466,-43,20,0,1,1,1
2024,10,10,13,16,27,55625,-14,1479,-43,18,0,1,1,1
2024,10,10,13,17,28,54695,-14,1505,-41,20,0,1,1,1
2024,10,10,13,18,28,55082,-13,1508,-44,21,0,1,1,1
2024,10,10,13,19,28,54413,-14,1511,-43,20,0,1,1,1
2024,10,10,13,20,28,54221,-14,1522,-41,16,0,1,1,1
2024,10,10,13,21,28,52756,-14,1566,-44,17,0,1,1,1
2024,10,10,13,22,28,51735,-14,1592,-44,254,0,1,1,1
2024,10,10,13,23,28,51793,-14,1594,-41,779,0,1,1,1
2024,10,10,13,24,28,54435,-18,1505,-43,955,0,1,1,1
2024,10,10,13,25,29,54413,-14,1513,-44,957,0,1,1,1
2024,10,10,13,26,29,55291,-15,1491,-43,904,0,1,1,1
2024,10,10,13,27,29,55493,-14,1480,-40,936,0,1,1,1
2024,10,10,13,28,29,55594,-15,1474,-43,921,0,1,1,1
2024,10,10,13,29,29,55434,-15,1479,96,773,0,1,1,1
2024,10,10,13,30,29,56301,-14,1464,-41,12,0,1,1,1
2024,10,10,13,31,29,56454,-15,1454,-44,16,0,1,1,1
2024,10,10,13,32,29,56361,-14,1460,-43,16,0,1,1,1
2024,10,10,13,33,29,56491,-14,1447,-41,22,0,1,1,1
2024,10,10,13,34,30,56556,-14,1449,-41,17,0,1,1,1
2024,10,10,13,35,29,56620,-18,1456,-44,20,0,1,1,1
2024,10,10,13,36,30,56742,-15,1460,-44,16,0,1,1,1
2024,10,10,13,37,30,56608,-14,1451,-41,14,0,1,1,1
2024,10,10,13,38,30,56951,-15,1447,-43,19,0,1,1,1
2024,10,10,13,39,30,57051,-14,1446,-43,19,0,1,1,1
2024,10,10,13,40,31,56425,-15,1467,-44,14,0,1,1,1
2024,10,10,13,41,31,57289,-15,1437,-43,20,0,1,1,1
2024,10,10,13,42,31,56356,-14,1472,-44,14,0,1,1,1
2024,10,10,13,43,31,56138,-15,1474,-46,16,0,1,1,1
2024,10,10,13,44,31,54312,-14,1525,-41,703,0,1,1,1
2024,10,10,13,45,31,53386,-14,1551,-43,877,0,1,1,1
